school,region,pct_eds,spg_score,enrollment,spg_grade
East Mecklenburg High School,Southwest,57.7,71.0,2321.0,B
Eastover Elementary,Southwest,28.7,81.0,344.0,B
Eastway Middle,Southwest,53.3,44.0,831.0,D
Elizabeth Lane Elementary,Southwest,13.2,87.0,716.0,A
Elon Park Elementary,Southwest,14.1,87.0,855.0,A
Elizabeth Traditional Elem,Southwest,71.5,70.0,415.0,B
Endhaven Elementary,Southwest,33.0,77.0,668.0,B
Hawthorne Academy of Health Sciences,Southwest,61.5,65.0,286.0,C
Polo Ridge Elementary,Southwest,14.5,91.0,598.0,A
Francis Bradley Middle,Southwest,45.6,60.0,1071.0,C
Garinger High School,Southwest,51.6,45.0,1638.0,D
Greenway Park Elementary,Southwest,55.6,57.0,488.0,C
Alexander Graham Middle,Southwest,49.7,57.0,1242.0,C
Harper Middle College High,Southwest,25.2,98.0,164.0,A
Harding University High School,Southwest,65.6,47.0,1190.0,D
Hawk Ridge Elementary,Southwest,18.2,85.0,726.0,A
Lawrence Orr Elementary,Southwest,60.6,54.0,610.0,D
Parkside Elementary,Southwest,62.5,67.0,331.0,C
Hickory Grove Elementary,Southwest,59.5,55.0,498.0,C
Highland Creek Elementary,Southwest,37.0,72.0,454.0,B
Hidden Valley Elementary,Southwest,60.5,36.0,906.0,F
Highland Mill Montessori,Southwest,23.6,81.0,260.0,B
Highland Renaissance Academy,Southwest,66.3,57.0,345.0,C
Hopewell High School,Southwest,48.4,67.0,1695.0,C
Hornets Nest Elementary,Southwest,62.7,44.0,533.0,D
Croft Community School,Southwest,63.4,63.0,352.0,C
Huntersville Elementary,Southwest,23.5,80.0,877.0,B
Huntingtowne Farms Elementary,Southwest,77.8,45.0,800.0,D
Idlewild Elementary,Southwest,57.1,65.0,855.0,C
Independence High School,Southwest,57.4,68.0,1942.0,C
James Martin Middle,Southwest,59.9,43.0,745.0,D
Gov's Village STEM (Upper),Southwest,76.3,54.0,712.0,D
Jay M. Robinson Middle,Southwest,14.7,89.0,1325.0,A
Joseph W Grier Academy,Southwest,58.3,53.0,661.0,D
J.V. Washam Elementary,Southwest,20.1,80.0,819.0,B
Kennedy Middle,Southwest,64.8,59.0,939.0,C
Lincoln Heights Montessori,Southwest,28.7,80.0,183.0,B
Lake Wylie Elementary,Southwest,71.6,64.0,506.0,C
Ballantyne Elementary,Southwest,23.2,87.0,950.0,A
Lansdowne Elementary,Southwest,45.4,70.0,566.0,B
Lebanon Road Elementary,Southwest,52.4,59.0,546.0,C
Blythe Elementary,Southwest,61.1,65.0,882.0,C
Levine Middle College High Sch,Southwest,15.8,96.0,219.0,A
Long Creek Elementary,Southwest,67.6,53.0,473.0,D
Mallard Creek High School,Southwest,55.0,69.0,2119.0,C
Mallard Creek Elementary,Southwest,73.2,68.0,535.0,C
Matthews Elementary,Southwest,31.6,77.0,809.0,B
"Martin Luther King, Jr Middle",Southwest,54.9,41.0,958.0,D
McAlpine Elementary,Southwest,31.7,76.0,526.0,B
McClintock Middle,Southwest,52.1,61.0,1073.0,C
McKee Road Elementary,Southwest,22.4,89.0,503.0,A
Merry Oaks International Academy,Southwest,52.8,47.0,582.0,D
Mint Hill Middle,Southwest,48.5,67.0,931.0,C
Rocky River High School,Southwest,69.2,52.0,1545.0,D
Montclaire Elementary,Southwest,47.5,57.0,495.0,C
Mountain Island Lake Academy,Southwest,72.5,51.0,775.0,D
River Oaks Academy,Southwest,72.8,41.0,525.0,D
Myers Park Traditional Elem,Southwest,37.4,82.0,624.0,B
Myers Park High School,Southwest,29.4,78.0,3481.0,B
Gov's Village STEM (Lower),Southwest,76.9,53.0,719.0,D
Nations Ford Elementary,Southwest,48.5,40.0,577.0,D
Newell Elementary,Southwest,62.4,45.0,716.0,D
Vaughan Academy of Technology,Southwest,62.6,68.0,324.0,C
J. H. Gunn Elementary,Southwest,59.8,54.0,631.0,D
Northeast Middle,Southwest,70.8,48.0,571.0,D
North Mecklenburg High School,Southwest,61.0,67.0,2096.0,C
Northridge Middle,Southwest,75.8,55.0,1082.0,C
Northwest School of the Arts,Southwest,39.6,81.0,1036.0,B
South Pine Academy,Southwest,83.3,38.0,627.0,F
Oakhurst STEAM Academy,Southwest,56.0,60.0,559.0,C
Oakdale Elementary,Southwest,66.9,49.0,465.0,D
Oaklawn Language Academy,Southwest,65.4,69.0,507.0,C
Bruns Avenue Elementary,Southwest,75.5,40.0,316.0,D
Olympic High School,Southwest,58.9,63.0,1648.0,C
Olde Providence Elementary,Southwest,19.2,86.0,670.0,A
Sedgefield Montessori,Southwest,16.7,81.0,433.0,B
Palisades Park Elementary,Southwest,39.8,76.0,923.0,B
Paw Creek Elementary,Southwest,56.1,77.0,656.0,B
Phillip O Berry Academy of Technology,Southwest,64.5,73.0,1482.0,B
Piedmont Middle School,Southwest,45.1,78.0,1076.0,B
Central Piedmont Early College,Southwest,79.0,86.0,68.0,A
Charlotte-Mecklenburg Virtual School,Southwest,56.3,72.0,1289.0,B
Pineville Elementary,Southwest,62.9,70.0,776.0,B
Pinewood Elementary,Southwest,53.4,52.0,527.0,D
Piney Grove Elementary,Southwest,62.7,59.0,507.0,C
Providence Spring Elementary,Southwest,5.0,91.0,599.0,A
Providence High School,Southwest,13.1,92.0,2019.0,A
Quail Hollow Middle,Southwest,69.3,48.0,1153.0,D
Rama Road Elementary,Southwest,55.7,65.0,488.0,C
Randolph Middle,Southwest,46.4,63.0,1131.0,C
Ranson Middle,Southwest,66.0,31.0,814.0,F
Renaissance West STEAM Academy,Southwest,75.3,59.0,668.0,C
Reedy Creek Elementary,Southwest,69.5,60.0,956.0,C
Reid Park Academy,Southwest,73.1,45.0,302.0,D
Ridge Road Middle,Southwest,69.2,42.0,1002.0,D
Dilworth Elementary,Southwest,19.5,90.0,337.0,A
Sedgefield Middle,Southwest,42.9,66.0,500.0,C
Stoney Creek Elementary,Southwest,56.0,47.0,748.0,D
Selwyn Elementary,Southwest,16.1,88.0,659.0,A
Shamrock Gardens Elementary,Southwest,34.7,73.0,457.0,B
Sharon Elementary,Southwest,13.1,84.0,722.0,B
South Academy of International Languages,Southwest,35.7,76.0,1218.0,B
Smithfield Elementary,Southwest,51.5,71.0,585.0,B
South Mecklenburg High School,Southwest,50.4,70.0,3245.0,B
South Charlotte Middle,Southwest,22.7,79.0,809.0,B
Southwest Middle School,Southwest,62.0,48.0,1377.0,D
Starmount Academy of Excellence,Southwest,89.7,44.0,426.0,D
Statesville Road Elementary,Southwest,68.3,58.0,442.0,C
Steele Creek Elementary,Southwest,76.6,66.0,456.0,C
Sterling Elementary,Southwest,51.4,51.0,619.0,D
Thomasboro Academy,Southwest,75.7,45.0,572.0,D
Torrence Creek Elementary,Southwest,40.5,73.0,706.0,B
Grand Oak Elementary,Southwest,19.3,88.0,481.0,A
Tuckaseegee Elementary,Southwest,64.7,70.0,599.0,B
University Park Creative Arts,Southwest,71.2,63.0,260.0,C
University Meadows Elementary,Southwest,59.6,53.0,661.0,D
Char Eng Early College-UNCC,Southwest,32.4,90.0,296.0,A
Charlotte Teacher Early College,Southwest,41.4,77.0,201.0,B
Irwin Academic Center,Southwest,33.2,78.0,397.0,B
Walter G. Byers School,Southwest,79.7,48.0,323.0,D
West Charlotte High School,Southwest,66.0,59.0,1444.0,C
Westerly Hills Academy,Southwest,70.7,59.0,423.0,C
West Mecklenburg High School,Southwest,56.6,50.0,1206.0,D
Williams Secondary Montessori,Southwest,18.5,85.0,363.0,A
Wilson STEM Academy,Southwest,71.5,48.0,370.0,D
Winding Springs Elementary,Southwest,58.1,58.0,699.0,C
Windsor Park Elementary,Southwest,51.9,64.0,418.0,C
Winget Park Elementary,Southwest,43.5,74.0,618.0,B
Winterfield Elementary,Southwest,53.3,47.0,595.0,D
River Gate Elementary,Southwest,57.2,67.0,717.0,C
Julius L. Chambers High School,Southwest,56.0,55.0,2102.0,C
Villa Heights Elementary,Southwest,57.9,58.0,137.0,C
Merancas Middle College-CPCC,Southwest,27.9,93.0,200.0,A
Mint Hill Elementary School,Southwest,61.6,63.0,553.0,C
Sugar Creek Charter,Southwest,79.2,60.0,1601.0,C
Lake Norman Charter,Southwest,7.8,88.0,2203.0,A
Metrolina Reg Scholars Academy,Southwest,5.0,94.0,376.0,A
Queen's Grant Community School,Southwest,28.0,66.0,1269.0,C
Community School of Davidson,Southwest,5.0,77.0,1397.0,B
Socrates Academy,Southwest,14.6,85.0,857.0,A
Charlotte Secondary,Southwest,28.0,41.0,290.0,D
KIPP Charlotte,Southwest,73.5,45.0,878.0,D
Corvian Community School,Southwest,5.0,78.0,1084.0,B
American Leadership Academy Charlotte,Southwest,73.9,41.0,180.0,D
Bradford Preparatory School,Southwest,20.5,67.0,1491.0,C
Pioneer Springs Community School,Southwest,5.1,59.0,326.0,C
Niner University Elementary,Southwest,95.0,42.0,131.0,D
Gouge Primary,Northwest,62.6,50.0,228.0,D
Greenlee Primary,Northwest,59.5,50.0,224.0,D
Mayland Early College,Northwest,42.5,85.0,114.0,A
Mitchell High,Northwest,51.5,59.0,484.0,C
Lakeside Charter Academy,Southwest,32.0,56.0,225.0,C
United Community School,Southwest,17.3,51.0,215.0,D
Charlotte Lab School,Southwest,18.8,45.0,824.0,D
TMSA Charlotte,Southwest,11.0,54.0,674.0,D
Mallard Creek STEM Academy,Southwest,32.5,56.0,945.0,C
Matthews Charter Academy,Southwest,39.2,59.0,730.0,C
Unity Classical Charter School,Southwest,23.7,61.0,345.0,C
Movement Charter School,Southwest,76.8,45.0,406.0,D
Bonnie Cone Classical Academy,Southwest,15.1,66.0,733.0,C
East Voyager Academy of Charlotte,Southwest,57.0,56.0,121.0,C
Jackson Day School,Southwest,23.6,64.0,712.0,C
Steele Creek Preparatory Academy,Southwest,49.8,46.0,462.0,D
Candor Elementary,Sandhills,94.4,44.0,329.0,D
East Middle,Sandhills,85.6,47.0,441.0,D
Green Ridge Elementary,Sandhills,89.5,43.0,259.0,D
Mount Gilead Elementary,Sandhills,89.4,38.0,190.0,F
Page Street Elementary,Sandhills,75.7,53.0,228.0,D
Star Elementary,Sandhills,78.7,67.0,257.0,C
Troy Elementary,Sandhills,76.5,53.0,253.0,D
West Middle,Sandhills,73.9,51.0,306.0,D
Montgomery County Early College,Sandhills,57.6,95.0,271.0,A
Montgomery Central High,Sandhills,74.5,55.0,878.0,C
Tillery Charter Academy,Sandhills,30.5,42.0,82.0,D
Southwest Charlotte STEM Academy,Southwest,31.5,64.0,636.0,C
Movement School Eastland,Sandhills,68.7,58.0,380.0,C
Telra Institute,Sandhills,95.0,89.0,236.0,A
Movement School Southwest,Sandhills,70.7,50.0,119.0,D
Aberdeen Elementary,Sandhills,72.4,51.0,637.0,D
Cameron Elementary,Sandhills,64.9,59.0,229.0,C
Carthage Elementary,Sandhills,55.3,69.0,329.0,C
Crain's Creek Middle,Sandhills,50.6,53.0,569.0,D
Elise Middle,Sandhills,85.6,52.0,207.0,D
Sandhills Farm Life Elementary,Sandhills,27.2,75.0,399.0,B
Highfalls Elementary,Sandhills,45.6,70.0,258.0,B
McDeeds Creek Elementary,Sandhills,17.7,77.0,631.0,B
New Century Middle,Sandhills,31.3,77.0,629.0,B
North Moore High,Sandhills,63.4,60.0,584.0,C
Pinecrest High,Sandhills,33.6,75.0,2146.0,B
Pinehurst Elementary,Sandhills,18.1,89.0,628.0,A
Robbins Elementary,Sandhills,84.6,58.0,360.0,C
Southern Middle,Sandhills,54.2,59.0,577.0,C
Southern Pines Elementary,Sandhills,52.5,65.0,590.0,C
Union Pines High,Sandhills,32.9,75.0,1401.0,B
Vass-Lakeview Elementary,Sandhills,42.0,68.0,439.0,C
West End Elementary,Sandhills,32.3,78.0,429.0,B
West Pine Elementary,Sandhills,46.4,73.0,393.0,B
West Pine Middle,Sandhills,29.0,77.0,682.0,B
Westmoore Elementary,Sandhills,58.9,66.0,270.0,C
Connect Academy,Sandhills,39.1,66.0,302.0,C
The Academy of Moore County,Sandhills,16.4,80.0,464.0,B
STARS Charter,Sandhills,14.6,84.0,733.0,B
Moore Montessori Community School,Sandhills,34.2,64.0,205.0,C
Bailey Elementary,North Central,76.5,60.0,502.0,C
Benvenue Elementary,North Central,80.2,56.0,581.0,C
Nash Central Middle,North Central,65.5,60.0,556.0,C
Coopers Elementary,North Central,60.8,73.0,548.0,B
Englewood Elementary,North Central,74.8,60.0,568.0,C
G R Edwards Elementary,North Central,82.1,39.0,410.0,F
M B Hubbard Elementary,North Central,83.3,59.0,409.0,C
Rocky Mount Middle,North Central,83.9,43.0,418.0,D
Middlesex Elementary,North Central,72.4,57.0,323.0,C
Nash Everywhere Digital Academy (NEDA),North Central,49.0,50.0,200.0,D
CITI High School,North Central,75.9,84.0,107.0,B
Nash Central High,North Central,64.8,73.0,903.0,B
NRM Early College High School,North Central,48.4,90.0,384.0,A
Nashville Elementary,North Central,69.2,69.0,667.0,C
Northern Nash High,North Central,58.3,67.0,1044.0,C
Red Oak Middle,North Central,65.5,44.0,802.0,D
Red Oak Elementary,North Central,57.9,63.0,226.0,C
Rocky Mount High,North Central,75.9,56.0,1047.0,C
Southern Nash Middle,North Central,69.4,57.0,793.0,C
Southern Nash High,North Central,56.7,68.0,1042.0,C
Spring Hope Elementary,North Central,73.9,54.0,363.0,D
Winstead Avenue Elementary,North Central,80.3,51.0,548.0,D
Rocky Mount Preparatory,North Central,76.9,46.0,1231.0,D
Bradley Creek Elementary,Southeast,40.1,64.0,356.0,C
Carolina Beach Elementary,Southeast,32.5,82.0,435.0,B
Castle Hayne Elementary,Southeast,56.9,68.0,419.0,C
Charles P Murray Middle,Southeast,35.0,79.0,877.0,B
R Freeman Sch of Engineering,Southeast,94.6,24.0,295.0,F
College Park Elementary,Southeast,70.2,45.0,459.0,D
Edwin A Anderson Elementary,Southeast,40.1,77.0,621.0,B
Edwin A Alderman Elementary,Southeast,68.7,42.0,285.0,D
Emma B Trask Middle,Southeast,46.7,61.0,675.0,C
Emsley A Laney High,Southeast,41.4,62.0,2178.0,C
Eugene Ashley High,Southeast,34.7,66.0,1909.0,C
Forest Hills Global Elementary,Southeast,78.3,51.0,346.0,D
Porters Neck Elementary,Southeast,25.4,75.0,614.0,B
The International School at Gregory,Southeast,45.6,65.0,515.0,C
Heyward C Bellamy Elem,Southeast,38.6,81.0,555.0,B
Holly Tree Elementary,Southeast,21.0,76.0,426.0,B
Isaac M Bear Early College High School,Southeast,18.4,90.0,223.0,A
John J Blair Elementary,Southeast,58.0,51.0,432.0,D
John T Hoggard High,Southeast,29.2,75.0,2131.0,B
Holly Shelter Middle,Southeast,49.1,61.0,855.0,C
Mary C Williams Elementary,Southeast,65.8,62.0,398.0,C
Murrayville Elementary,Southeast,48.2,66.0,547.0,C
M C S Noble Middle,Southeast,33.5,63.0,638.0,C
Myrtle Grove Middle,Southeast,54.9,66.0,655.0,C
New Hanover High,Southeast,50.1,56.0,1401.0,C
Dr Hubert Eaton Sr Elem,Southeast,30.1,82.0,437.0,B
Ogden Elementary,Southeast,16.2,88.0,642.0,A
Pine Valley Elementary,Southeast,42.5,68.0,462.0,C
Roland-Grise Middle,Southeast,33.3,70.0,849.0,B
Dr John Codington Elem,Southeast,26.5,76.0,430.0,B
Sunset Park Elementary,Southeast,71.3,51.0,402.0,D
Masonboro Elementary,Southeast,17.7,90.0,582.0,A
A H Snipes Academy of Arts/Des,Southeast,88.0,44.0,394.0,D
Williston Middle,Southeast,73.4,34.0,670.0,F
Wilmington Early College High,Southeast,34.8,83.0,236.0,B
Winter Park Model Elementary,Southeast,56.2,67.0,296.0,C
Wrightsboro Elementary,Southeast,71.8,48.0,470.0,D
Wrightsville Beach Elem,Southeast,9.8,91.0,264.0,A
Cape Fear Center for Inquiry,Southeast,21.7,70.0,402.0,B
Wilmington Preparatory Academy,Southeast,79.3,46.0,133.0,D
Classical Charter Schools of Wilmington,Southeast,65.5,53.0,117.0,D
Island Montessori Charter School,Southeast,17.5,60.0,218.0,C
American Leadership Academy-Coastal,Southeast,13.2,62.0,710.0,C
Girls Leadership Academy of Wilmington,Southeast,46.6,63.0,338.0,C
Wilmington School of the Arts,Southeast,35.2,63.0,115.0,C
D.C. Virgo Preparatory Academy,Southeast,74.9,23.0,238.0,F
Central Elementary,Northeast,79.2,45.0,240.0,D
Conway Middle,Northeast,75.2,48.0,288.0,D
Gaston STEM Leadership Academy,Northeast,82.1,49.0,265.0,D
Northampton County High School,Northeast,78.5,42.0,232.0,D
Northampton Early College,Northeast,52.7,75.0,170.0,B
KIPP Gaston College Preparatory,Northeast,71.5,58.0,1225.0,C
Onslow Early College,Southeast,29.2,97.0,181.0,A
Bell Fork Elementary,Southeast,71.5,57.0,555.0,C
Blue Creek Elementary,Southeast,69.8,52.0,476.0,D
Carolina Forest Elementary,Southeast,49.7,68.0,671.0,C
Clear View Elementary,Southeast,54.4,60.0,579.0,C
Clyde Erwin Elementary,Southeast,69.2,55.0,331.0,C
Coastal Elementary,Southeast,31.8,76.0,816.0,B
Dixon Elementary,Southeast,30.6,65.0,723.0,C
Dixon Middle,Southeast,39.0,62.0,932.0,C
Dixon High,Southeast,33.0,75.0,1103.0,B
Hunters Creek Elementary,Southeast,65.7,54.0,642.0,D
Hunters Creek Middle,Southeast,55.4,60.0,923.0,C
Jacksonville Commons Elem,Southeast,69.5,53.0,538.0,D
Jacksonville High,Southeast,45.0,75.0,1383.0,B
Jacksonville Commons Middle,Southeast,63.9,55.0,980.0,C
Meadow View Elementary,Southeast,60.9,58.0,531.0,C
Morton Elementary,Southeast,54.2,63.0,669.0,C
New Bridge Middle,Southeast,41.2,71.0,481.0,B
Northwoods Elementary,Southeast,69.7,54.0,355.0,D
Northside High,Southeast,55.3,69.0,1062.0,C
Queens Creek Elementary,Southeast,49.6,62.0,720.0,C
Northwoods Park Middle,Southeast,53.3,60.0,683.0,C
Heritage Elementary School,Southeast,53.5,54.0,532.0,D
Parkwood Elementary,Southeast,51.8,65.0,509.0,C
Richlands Elementary,Southeast,50.5,62.0,638.0,C
Richlands High,Southeast,40.8,65.0,938.0,C
Sand Ridge Elementary,Southeast,57.3,69.0,587.0,C
Silverdale Elementary,Southeast,50.6,62.0,618.0,C
Southwest Elementary,Southeast,56.7,63.0,715.0,C
Southwest High,Southeast,54.6,55.0,675.0,C
Southwest Middle,Southeast,64.6,52.0,517.0,D
Summersill Elementary,Southeast,66.8,56.0,479.0,C
Stateside Elementary,Southeast,40.8,62.0,572.0,C
Swansboro Elementary,Southeast,34.6,76.0,671.0,B
Swansboro Middle,Southeast,42.1,69.0,966.0,C
Swansboro High,Southeast,38.1,77.0,1085.0,B
Trexler Middle,Southeast,47.0,60.0,824.0,C
White Oak High,Southeast,47.5,62.0,1162.0,C
Onslow Virtual School,Southeast,50.6,46.0,424.0,D
Z.E.C.A. School of Arts and Technology,Southeast,64.9,47.0,106.0,D
A L Stanback Middle,North Central,58.9,59.0,648.0,C
River Park Elementary,North Central,35.5,73.0,555.0,B
Cedar Ridge High,North Central,42.8,73.0,1082.0,B
Central Elementary,North Central,76.3,54.0,299.0,D
Orange Middle,North Central,40.6,66.0,524.0,C
Efland Cheeks Elementary,North Central,69.4,66.0,521.0,C
Gravelly Hill Middle,North Central,54.5,57.0,429.0,C
Grady Brown Elementary,North Central,58.5,61.0,407.0,C
Hillsborough Elementary,North Central,17.6,81.0,428.0,B
New Hope Elementary,North Central,73.0,65.0,535.0,C
Orange High,North Central,41.0,72.0,1290.0,B
Pathways Elementary,North Central,52.0,76.0,311.0,B
Northside Elementary,North Central,47.5,64.0,381.0,C
Carrboro Elementary,North Central,34.6,74.0,487.0,B
Carrboro High,North Central,28.5,76.0,858.0,B
Chapel Hill High,North Central,25.1,87.0,1576.0,A
McDougle Middle,North Central,29.0,68.0,750.0,C
Seawell Elementary,North Central,30.7,79.0,464.0,B
Ephesus Elementary,North Central,35.1,75.0,349.0,B
Estes Hills Elementary,North Central,31.5,78.0,334.0,B
East Chapel Hill High,North Central,21.7,86.0,1431.0,A
FPG Elementary,North Central,40.6,72.0,509.0,B
Glenwood Elementary,North Central,19.8,85.0,431.0,A
Culbreth Middle,North Central,35.0,69.0,661.0,C
Phillips Middle,North Central,30.9,68.0,613.0,C
McDougle Elementary,North Central,31.9,72.0,478.0,B
Scroggs Elementary,North Central,29.1,69.0,380.0,C
Morris Grove Elementary,North Central,22.9,83.0,423.0,B
Rashkis Elementary,North Central,44.3,68.0,421.0,C
Smith Middle,North Central,24.3,75.0,769.0,B
Eno River Academy,North Central,5.0,76.0,658.0,B
The Expedition School,North Central,5.0,87.0,358.0,A
Fred A Anderson Elementary,Southeast,55.1,58.0,166.0,C
Pamlico County Middle,Southeast,50.6,56.0,265.0,C
Pamlico County High,Southeast,53.5,70.0,444.0,B
Pamlico County Primary,Southeast,62.5,63.0,300.0,C
Arapahoe Charter School,Southeast,61.0,60.0,474.0,C
Central Elementary,Northeast,48.6,58.0,322.0,C
Elizabeth City Middle,Northeast,62.1,56.0,505.0,C
Northside Elementary,Northeast,53.0,60.0,410.0,C
J C Sawyer Elementary,Northeast,65.6,57.0,373.0,C
Northeastern High,Northeast,55.0,65.0,679.0,C
Pasquotank County High,Northeast,51.5,55.0,604.0,C
P W Moore Elementary,Northeast,75.3,44.0,345.0,D
River Road Middle,Northeast,59.9,52.0,459.0,D
Sheep-Harney Elementary,Northeast,64.0,54.0,325.0,D
Elizabeth City Pasquotank Early College,Northeast,40.6,84.0,102.0,B
Weeksville Elementary,Northeast,50.2,73.0,210.0,B
Northeast Academy of Aerospace & AdvTech,Northeast,44.5,57.0,741.0,C
C.F. Pope Elementary,Southeast,83.5,46.0,481.0,D
Burgaw Middle,Southeast,83.7,48.0,259.0,D
Cape Fear Elementary,Southeast,74.0,54.0,505.0,D
Cape Fear Middle,Southeast,71.4,57.0,456.0,C
Heide Trask High,Southeast,70.5,59.0,701.0,C
North Topsail Elementary,Southeast,27.0,75.0,578.0,B
Malpass Corner Elementary,Southeast,86.7,49.0,458.0,D
Pender High,Southeast,71.2,53.0,645.0,D
Pender Early College High,Southeast,36.4,94.0,201.0,A
Penderlea Elementary,Southeast,71.4,54.0,496.0,D
Rocky Point Elementary,Southeast,85.1,66.0,367.0,C
Topsail High,Southeast,21.8,82.0,1745.0,B
Topsail Annandale Elementary School,Southeast,15.9,77.0,626.0,B
Topsail Middle,Southeast,20.2,71.0,813.0,B
South Topsail Elementary,Southeast,33.1,71.0,528.0,B
West Pender Middle,Southeast,87.8,45.0,178.0,D
Surf City Elementary,Southeast,30.2,67.0,819.0,C
Surf City Middle,Southeast,23.5,69.0,702.0,C
Perquimans Central,Northeast,65.8,66.0,364.0,C
Hertford Grammar,Northeast,66.0,66.0,395.0,C
Perquimans County High,Northeast,58.3,61.0,502.0,C
Perquimans County Middle,Northeast,58.6,55.0,373.0,C
Helena Elementary,North Central,44.8,70.0,526.0,B
North End Elementary,North Central,67.1,62.0,169.0,C
Northern Middle,North Central,71.4,41.0,456.0,D
Oak Lane Elementary,North Central,37.7,66.0,222.0,C
Person Early College Innovation & Ldrshp,North Central,44.6,65.0,141.0,C
Person High,North Central,61.0,53.0,1032.0,D
Stories Creek Elementary,North Central,61.6,62.0,364.0,C
South Elementary,North Central,64.5,59.0,378.0,C
Southern Middle,North Central,63.7,62.0,507.0,C
PCS Virtual Academy,North Central,5.5,76.0,70.0,B
Woodland Elementary,North Central,47.2,68.0,228.0,C
Bethel Hill Charter,North Central,39.5,75.0,358.0,B
Roxboro Community School,North Central,7.5,73.0,701.0,B
A G Cox Middle,Northeast,52.7,63.0,856.0,C
Ayden Elementary,Northeast,64.7,69.0,611.0,C
Ayden Middle,Northeast,52.6,53.0,395.0,D
Ayden-Grifton High,Northeast,47.9,55.0,650.0,C
Belvoir Elementary,Northeast,67.6,57.0,341.0,C
Bethel Elementary,Northeast,65.6,53.0,258.0,D
C M Eppes Middle,Northeast,65.6,50.0,618.0,D
Creekside Elementary,Northeast,73.4,65.0,611.0,C
Chicod,Northeast,37.1,78.0,931.0,B
D H Conley High,Northeast,34.8,71.0,1671.0,B
Falkland Elementary,Northeast,77.0,51.0,252.0,D
Eastern Elementary,Northeast,65.1,57.0,771.0,C
E B Aycock Middle,Northeast,65.0,47.0,650.0,D
Elmhurst Elementary,Northeast,59.1,62.0,447.0,C
Farmville Middle,Northeast,64.0,54.0,615.0,D
Farmville Central High,Northeast,56.5,68.0,764.0,C
Grifton,Northeast,70.2,51.0,370.0,D
G R Whitfield,Northeast,60.1,72.0,522.0,B
H B Sugg Elementary,Northeast,65.8,53.0,373.0,D
Hope Middle,Northeast,37.0,80.0,888.0,B
Junius H Rose High,Northeast,51.0,69.0,1461.0,C
Lakeforest Elementary,Northeast,76.4,57.0,786.0,C
North Pitt High,Northeast,65.1,62.0,792.0,C
Northwest Elementary,Northeast,76.1,55.0,333.0,C
Pactolus,Northeast,74.7,53.0,582.0,D
Ridgewood Elementary,Northeast,48.5,74.0,727.0,B
W H Robinson Elementary,Northeast,59.6,63.0,602.0,C
Sadie Saulter,Northeast,53.5,42.0,92.0,D
Sam D Bundy Elementary,Northeast,65.5,53.0,373.0,D
South Central,Northeast,56.8,67.0,1603.0,C
South Greenville Elementary,Northeast,89.4,54.0,276.0,D
Stokes,Northeast,52.1,60.0,227.0,C
Wahl Coates Elementary,Northeast,79.6,53.0,410.0,D
Wellcome Middle,Northeast,68.9,49.0,410.0,D
Wintergreen Intermediate,Northeast,37.1,80.0,816.0,B
Wintergreen Primary,Northeast,45.2,80.0,719.0,B
PCS Early College High School,Northeast,41.4,92.0,319.0,A
Innovation Early College High,Northeast,48.6,89.0,209.0,A
Winterville Charter Academy,Northeast,64.8,65.0,597.0,C
ECU Community School,Northeast,95.0,67.0,120.0,C
Tryon Elementary School,Western,48.5,62.0,353.0,C
Polk Central Elementary School,Western,52.9,64.0,315.0,C
Polk County Early College,Western,56.5,95.0,74.0,A
Polk County High School,Western,52.6,67.0,556.0,C
Polk County Middle School,Western,56.3,63.0,476.0,C
Saluda Elementary School,Western,40.9,86.0,139.0,A
Sunny View Elementary School,Western,64.5,64.0,122.0,C
Archdale Elementary School,Piedmont Triad,77.5,58.0,350.0,C
Trinity Middle School,Piedmont Triad,62.7,54.0,524.0,D
Coleridge Elementary School,Piedmont Triad,77.2,52.0,259.0,D
Eastern Randolph High School,Piedmont Triad,67.5,44.0,612.0,D
Farmer Elementary School,Piedmont Triad,49.8,54.0,215.0,D
Franklinville Elementary School,Piedmont Triad,70.9,65.0,317.0,C
Grays Chapel Elementary School,Piedmont Triad,60.3,63.0,449.0,C
Hopewell Elementary School,Piedmont Triad,50.5,75.0,688.0,B
John R Lawrence Elementary School,Piedmont Triad,54.5,69.0,395.0,C
Level Cross Elementary School,Piedmont Triad,63.7,64.0,411.0,C
Liberty Elementary School,Piedmont Triad,77.0,54.0,385.0,D
New Market Elementary School,Piedmont Triad,63.5,69.0,386.0,C
Northeastern Randolph Middle School,Piedmont Triad,59.9,58.0,479.0,C
Providence Grove High School,Piedmont Triad,51.1,61.0,636.0,C
Ramseur Elementary School,Piedmont Triad,66.5,47.0,326.0,D
Randleman Elementary School,Piedmont Triad,78.2,42.0,517.0,D
Randleman High School,Piedmont Triad,57.6,60.0,847.0,C
Randleman Middle School,Piedmont Triad,67.9,49.0,820.0,D
Randolph Early College High School,Piedmont Triad,46.1,91.0,350.0,A
Seagrove Elementary School,Piedmont Triad,69.6,64.0,337.0,C
Southeastern Randolph Middle School,Piedmont Triad,77.8,42.0,497.0,D
Southwestern Randolph High School,Piedmont Triad,56.0,61.0,841.0,C
Southmont Elementary School,Piedmont Triad,71.0,65.0,533.0,C
Southwestern Randolph Middle School,Piedmont Triad,63.2,61.0,468.0,C
Tabernacle Elementary School,Piedmont Triad,75.3,57.0,306.0,C
