school,region,pct_eds,spg_score,enrollment,spg_grade
Hurley Elementary,Southwest,73.7,32.0,494.0,F
Apex Elementary,North Central,29.0,67.0,621.0,C
Summerfield Elementary,Piedmont Triad,24.7,80.0,569.0,B
Harmony Elementary,Southwest,69.2,62.0,347.0,C
W H Knuckles,Sandhills,81.0,39.0,393.0,F
Apex High,North Central,20.7,80.0,2454.0,B
Durham School of Technology,North Central,39.3,80.0,244.0,B
Southwest Middle School,Southwest,62.0,38.0,1377.0,F
Gray's Creek Elementary,Sandhills,31.2,69.0,437.0,C
Franklin County Early College,North Central,43.2,91.0,181.0,A
Shiloh Valley Elementary,Southwest,48.5,61.0,603.0,C
Wolf Meadow Elementary,Southwest,63.2,33.0,525.0,F
Supply Elementary,Southeast,72.8,54.0,544.0,D
Bell Elementary,Western,54.4,63.0,214.0,C
Brookside Elementary,Southwest,66.8,49.0,515.0,D
Knox Middle,Southwest,75.0,22.0,510.0,F
Ray Childers Elementary,Northwest,74.2,61.0,424.0,C
Bethel Elementary,Southwest,48.7,67.0,599.0,C
Beaver Dam Elementary,Sandhills,58.2,84.0,90.0,B
Moyock Middle,Northeast,27.8,67.0,612.0,C
Catawba Elementary School,Northwest,73.2,61.0,387.0,C
Union Elementary,Southeast,50.4,87.0,577.0,A
Bessemer City Primary,Southwest,75.4,36.0,393.0,F
R Max Abbott Middle,Sandhills,52.6,55.0,740.0,C
Parkwood Middle,Southwest,43.0,54.0,835.0,D
Gibsonville Elementary,Piedmont Triad,61.4,55.0,559.0,C
West Lee Middle,North Central,70.6,39.0,606.0,F
Summersill Elementary,Southeast,66.8,53.0,479.0,D
C M Eppes Middle,Northeast,65.6,42.0,618.0,D
Fairview Elementary,Western,42.4,78.0,661.0,B
Belmont Middle,Southwest,42.5,64.0,742.0,C
George C Simkins Jr Elementary,Piedmont Triad,63.9,36.0,594.0,F
Northeast Elementary,Southeast,52.7,50.0,695.0,D
Jackson Park Elementary,Southwest,64.6,71.0,417.0,B
Horton Middle,North Central,39.8,64.0,371.0,C
North Wake College and Career Academy,North Central,29.9,92.0,346.0,A
Sandy Grove Elementary,Sandhills,60.4,53.0,548.0,D
J.V. Washam Elementary,Southwest,20.1,80.0,819.0,B
Tabernacle Elementary School,Piedmont Triad,75.3,66.0,306.0,C
Global E-Learning Academy,Piedmont Triad,19.2,43.0,74.0,D
North Iredell High,Southwest,46.7,65.0,919.0,C
Carver Elementary,North Central,71.6,58.0,402.0,C
Blue Ridge Early College,Western,74.8,42.0,128.0,D
Benson Elementary,North Central,73.5,63.0,603.0,C
Olde Providence Elementary,Southwest,19.2,82.0,670.0,B
Smith Middle,North Central,24.3,74.0,769.0,B
Washington Street Elementary,Sandhills,77.2,45.0,401.0,D
Elkin High,Piedmont Triad,41.2,78.0,394.0,B
John W Jones Elementary,North Central,75.2,64.0,521.0,C
North Davie Middle,Piedmont Triad,49.8,68.0,436.0,C
Central Middle,Piedmont Triad,71.0,53.0,492.0,D
Independence High School,Southwest,57.4,66.0,1942.0,C
Hunters Creek Middle,Southeast,55.4,51.0,923.0,D
Farmville Middle,Northeast,64.0,48.0,615.0,D
North Johnston Middle,North Central,71.9,64.0,598.0,C
New Market Elementary School,Piedmont Triad,63.5,66.0,386.0,C
B O Barnes Elementary,North Central,91.3,54.0,296.0,D
Cullowhee Valley School,Western,68.2,52.0,598.0,D
Piedmont Middle School,Southwest,45.1,76.0,1076.0,B
Scroggs Elementary,North Central,29.1,79.0,380.0,B
James Hunt High,North Central,59.7,68.0,1063.0,C
West Buncombe Elementary,Western,67.8,75.0,597.0,B
South Stanly Middle,Southwest,56.7,52.0,353.0,D
South Stokes High School,Piedmont Triad,52.0,70.0,524.0,B
Eastern Wayne High,Southeast,58.7,49.0,797.0,D
West Hoke Elementary,Sandhills,60.9,55.0,450.0,C
Collinswood Language Academy,Southwest,45.5,68.0,769.0,C
Union Cross Traditional Acad,Piedmont Triad,58.9,55.0,460.0,C
D S Johnson Elementary,North Central,93.2,27.0,368.0,F
Mineral Springs Elementary,Sandhills,67.4,63.0,350.0,C
Eblen Intermediate,Western,77.6,42.0,565.0,D
South Rowan High,Southwest,52.0,50.0,905.0,D
Lacy Elementary,North Central,23.9,67.0,670.0,C
South Davidson Middle and High,Piedmont Triad,61.3,58.0,657.0,C
Tyro Middle,Piedmont Triad,59.4,60.0,563.0,C
Highland Elementary,North Central,53.4,51.0,904.0,D
Harper Middle College High,Southwest,25.2,93.0,164.0,A
Rochelle Middle,Southeast,85.2,42.0,448.0,D
Casar Elementary,Southwest,62.1,79.0,264.0,B
Rockfish Elementary,Sandhills,54.3,66.0,665.0,C
Thomasville Middle,Piedmont Triad,65.8,42.0,487.0,D
South Smithfield Elementary,North Central,62.9,40.0,433.0,D
Davidson K-8 School,Southwest,12.2,84.0,1172.0,B
Virginia Cross Elementary,North Central,95.0,50.0,431.0,D
Rand Road Elementary,North Central,47.5,73.0,370.0,B
Eastway Middle,Southwest,53.3,37.0,831.0,F
Wrightsville Beach Elem,Southeast,9.8,88.0,264.0,A
Oak Grove Middle,Piedmont Triad,37.1,66.0,719.0,C
Mendenhall Middle,Piedmont Triad,64.2,55.0,621.0,C
Sandhills Farm Life Elementary,Sandhills,27.2,82.0,399.0,B
Jones Intermediate,Piedmont Triad,53.0,63.0,347.0,C
Northeastern High,Northeast,55.0,52.0,679.0,D
Moss Hill Elementary,Southeast,63.8,66.0,389.0,C
Person High,North Central,61.0,62.0,1032.0,C
Iotla Valley Elementary,Western,69.6,55.0,380.0,C
North Moore High,Sandhills,63.4,65.0,584.0,C
South Granville High,North Central,48.1,59.0,683.0,C
Community House Middle,Southwest,17.6,84.0,1453.0,B
West Millbrook Middle,North Central,39.1,57.0,1041.0,C
North Henderson High,Western,62.2,72.0,1091.0,B
E B Frink Middle,Southeast,59.4,54.0,538.0,D
Ardrey Kell High School,Southwest,13.8,90.0,3503.0,A
Southern Middle,North Central,63.7,57.0,507.0,C
Jefferson Elementary,Piedmont Triad,58.5,62.0,675.0,C
Vass-Lakeview Elementary,Sandhills,42.0,68.0,439.0,C
Central Elementary,Northeast,48.6,48.0,322.0,D
Haywood Early College,Western,42.0,95.0,173.0,A
Riverwood Elementary,North Central,38.1,76.0,808.0,B
Southern Nash Middle,North Central,69.4,49.0,793.0,D
Sunset Park Elementary,Southeast,71.3,55.0,402.0,C
Stantonsburg Elementary,North Central,72.9,57.0,194.0,C
Whitewater Middle,Southwest,58.3,48.0,713.0,D
Southern Pines Elementary,Sandhills,52.5,56.0,590.0,C
Gardner Park Elementary,Southwest,65.1,46.0,513.0,D
King Elementary School,Piedmont Triad,68.9,59.0,385.0,C
Rosewood Middle,Southeast,51.5,62.0,322.0,C
Hertford County Middle,Northeast,74.2,37.0,537.0,F
Hoke County High,Sandhills,52.3,71.0,1958.0,B
Brightwood Elementary,Piedmont Triad,73.4,53.0,474.0,D
General Greene Elementary,Piedmont Triad,46.3,65.0,393.0,C
Pittman Elementary Leadership Academy,Northeast,71.6,38.0,123.0,F
West Smithfield Elementary,North Central,66.7,56.0,418.0,C
East Chapel Hill High,North Central,21.7,90.0,1431.0,A
Southwestern Randolph High School,Piedmont Triad,56.0,53.0,841.0,D
Flat Rock Middle,Western,70.0,53.0,702.0,D
Southern Middle,Sandhills,54.2,59.0,577.0,C
Green Valley Elementary,Northwest,63.6,57.0,285.0,C
Onslow Early College,Southeast,29.2,98.0,181.0,A
Hope Middle,Northeast,37.0,82.0,888.0,B
Early College at Guilford,Piedmont Triad,9.3,98.0,194.0,A
SanLee Middle School,North Central,70.3,56.0,803.0,C
Swansboro Middle,Southeast,42.1,57.0,966.0,C
D H Conley High,Northeast,34.8,74.0,1671.0,B
Morrisville Elementary,North Central,11.3,88.0,663.0,A
Western Harnett Middle,North Central,57.2,56.0,815.0,C
Nashville Elementary,North Central,69.2,53.0,667.0,D
John T Hoggard High,Southeast,29.2,78.0,2131.0,B
Farmer Elementary School,Piedmont Triad,49.8,56.0,215.0,C
Fred L Wilson Elementary,Southwest,59.6,50.0,464.0,D
Chatham Middle,North Central,89.9,44.0,554.0,D
Oak Grove Elementary,North Central,32.3,67.0,595.0,C
Springmore Elementary,Southwest,63.1,72.0,542.0,B
Rama Road Elementary,Southwest,55.7,56.0,488.0,C
Walkertown Elementary,Piedmont Triad,63.6,51.0,681.0,D
Trinity High School,Piedmont Triad,53.1,64.0,643.0,C
Courtney Elementary,Piedmont Triad,63.7,64.0,201.0,C
Patriots Elementary,Southwest,39.0,67.0,899.0,C
McDowell High School,Northwest,60.7,58.0,1364.0,C
L B Yancey Elementary,North Central,76.4,43.0,163.0,D
Micro Elementary,North Central,73.6,72.0,392.0,B
Myers Park High School,Southwest,29.4,81.0,3481.0,B
Dr Hubert Eaton Sr Elem,Southeast,30.1,82.0,437.0,B
Level Cross Elementary School,Piedmont Triad,63.7,60.0,411.0,C
Murphy Middle,Western,63.5,63.0,312.0,C
Red Springs High,Sandhills,64.9,61.0,824.0,C
Huntsville Elementary,Piedmont Triad,72.4,57.0,386.0,C
Penny Road Elementary,North Central,34.7,62.0,489.0,C
East Rutherford High School,Western,47.8,72.0,642.0,B
Wake Forest Middle School,North Central,51.3,51.0,963.0,D
Halifax County Early College High,Northeast,52.4,74.0,125.0,B
Erwin Elementary,North Central,65.0,45.0,559.0,D
Ben D Quinn Elementary,Southeast,57.2,64.0,368.0,C
Cherryville Elementary,Southwest,67.6,61.0,369.0,C
Oak Ridge Elementary,Piedmont Triad,12.5,87.0,698.0,A
Shive Elementary,Southwest,62.2,53.0,469.0,D
Dillard Drive Elementary,North Central,61.1,48.0,683.0,D
Smithfield Middle,North Central,60.5,47.0,508.0,D
Southmont Elementary School,Piedmont Triad,71.0,61.0,533.0,C
South Lexington School,Piedmont Triad,82.3,57.0,200.0,C
Buckland Elementary,Northeast,56.8,62.0,238.0,C
Sternberger Elementary,Piedmont Triad,12.4,83.0,435.0,B
W R Odell Elementary,Southwest,13.9,86.0,918.0,A
Aycock Elementary,North Central,72.2,57.0,344.0,C
Southwest Elementary,Piedmont Triad,38.6,79.0,511.0,B
West Clayton Elementary,North Central,64.5,61.0,750.0,C
Randolph Early College High School,Piedmont Triad,46.1,93.0,350.0,A
Central Elementary,Southwest,47.4,69.0,382.0,C
Forrest W. Hunt Elementary School,Western,63.5,73.0,351.0,B
Beaverdam Elementary,North Central,75.6,38.0,683.0,F
Perquimans Central,Northeast,65.8,69.0,364.0,C
Mount Pleasant Elementary,Southwest,44.1,72.0,664.0,B
North Newton Elementary,Northwest,76.4,63.0,420.0,C
Cliffdale Elementary,Sandhills,68.9,51.0,595.0,D
Clemmons Middle School,Piedmont Triad,57.2,66.0,1169.0,C
Clarke Elementary,North Central,82.1,25.0,311.0,F
Pitts School Road Elementary,Southwest,49.4,67.0,855.0,C
E Melvin Honeycutt Elementary,Sandhills,49.6,65.0,845.0,C
Pleasant Gardens Elementary School,Northwest,63.2,52.0,276.0,D
East Union Middle,Southwest,82.0,42.0,665.0,D
Cool Spring Elementary,Southwest,58.4,76.0,375.0,B
Saint Pauls High,Sandhills,63.7,62.0,1105.0,C
Morgan Elementary,Southwest,60.9,56.0,272.0,C
Forest Hills High,Southwest,70.8,60.0,844.0,C
Mills River Elementary,Western,37.8,74.0,592.0,B
Surf City Elementary,Southeast,30.2,73.0,819.0,B
Rowland Norment Elementary,Sandhills,75.9,56.0,429.0,C
C B Eller Elementary School,Northwest,47.8,62.0,260.0,C
Rutherfordton Elementary School,Western,58.0,67.0,375.0,C
Carnage Middle,North Central,31.6,76.0,833.0,B
Mountain Heritage High,Northwest,48.0,74.0,609.0,B
Prospect Elementary,Sandhills,65.3,56.0,817.0,C
Green Hope Elementary,North Central,12.2,89.0,606.0,A
Upward Elementary,Western,81.9,47.0,415.0,D
Highlands School,Western,35.4,74.0,339.0,B
Star Elementary,Sandhills,78.7,62.0,257.0,C
Diggs-Latham Elementary,Piedmont Triad,83.3,44.0,387.0,D
Central Elementary,North Central,76.3,47.0,299.0,D
Sawmills Elementary,Northwest,69.5,44.0,315.0,D
Murphy High,Western,55.7,77.0,475.0,B
Little River K-8 School,North Central,48.2,62.0,360.0,C
Lynn Road Elementary,North Central,54.9,62.0,471.0,C
Shawboro Elementary School,Northeast,34.1,66.0,609.0,C
Flat Rock Middle,Piedmont Triad,69.0,30.0,812.0,F
Long Branch Elementary,Sandhills,77.2,49.0,405.0,D
East Albemarle Elementary,Southwest,73.8,36.0,314.0,F
Green Hope High,North Central,9.0,91.0,1987.0,A
Benjamin J Martin Elementary,Sandhills,71.2,50.0,507.0,D
Torrence Creek Elementary,Southwest,40.5,65.0,706.0,C
Balfour Elementary,Piedmont Triad,80.4,43.0,518.0,D
White Plains Elementary,Piedmont Triad,60.3,69.0,312.0,C
Beaufort Middle,Southeast,42.4,61.0,256.0,C
Frank Morgan Elementary,Piedmont Triad,52.4,69.0,713.0,C
Reid Ross Classical Middle,Sandhills,74.4,64.0,220.0,C
East Duplin High,Southeast,41.7,63.0,837.0,C
Holt Elementary,North Central,80.7,55.0,624.0,C
R N Harris Elementary,North Central,59.2,74.0,277.0,B
Douglass Elementary,Piedmont Triad,78.6,55.0,331.0,C
Richfield Elementary,Southwest,45.5,61.0,313.0,C
Forestville Road Elementary,North Central,76.5,57.0,484.0,C
North Drive Elementary,Southeast,87.3,40.0,509.0,D
Hilburn Drive Academy,North Central,30.9,69.0,616.0,C
Hillside High,North Central,56.1,62.0,1439.0,C
Harris Creek Elementary,North Central,46.8,60.0,842.0,C
William Lenoir Middle,Northwest,63.3,49.0,503.0,D
Eastway Elementary,North Central,71.8,48.0,390.0,D
Knightdale Elementary,North Central,74.1,38.0,542.0,F
Ridge Road Middle,Southwest,69.2,45.0,1002.0,D
Grandy Primary,Northeast,31.8,77.0,592.0,B
W M Jenkins Elementary ,Northwest,55.5,71.0,256.0,B
Hiwassee Dam Elementary/Middle,Western,52.0,67.0,116.0,C
Eastern Wayne Middle,Southeast,63.4,36.0,457.0,F
White Oak Elementary,Southeast,20.8,77.0,746.0,B
Jefferson Elementary,Southwest,60.9,57.0,420.0,C
Williams Secondary Montessori,Southwest,18.5,76.0,363.0,B
Washington Early College High,Northeast,51.3,89.0,77.0,A
McAdenville Elementary,Southwest,50.6,57.0,177.0,C
East Garner Elementary,North Central,83.5,50.0,477.0,D
Southern Wayne High,Southeast,56.5,47.0,1012.0,D
Franklinton High,North Central,49.6,69.0,1133.0,C
Sun Valley High,Southwest,41.2,70.0,1406.0,B
G W Carver Elementary,North Central,67.9,56.0,545.0,C
Lincoln Heights Elementary,North Central,35.7,68.0,615.0,C
Cumberland Academy 6-12 Virtual School,Sandhills,66.5,60.0,547.0,C
William Ellis Middle,Piedmont Triad,31.0,78.0,452.0,B
Pamlico County High,Southeast,53.5,69.0,444.0,C
Central Davidson Middle,Piedmont Triad,60.6,50.0,671.0,D
Northeast Guilford Middle,Piedmont Triad,58.1,39.0,760.0,F
South Elementary,Southwest,59.0,73.0,503.0,B
Kernersville Elementary,Piedmont Triad,68.1,50.0,622.0,D
Carver Middle,Sandhills,74.5,29.0,657.0,F
Central Academy of Technology and Arts,Southwest,16.4,94.0,814.0,A
Easley Elementary,North Central,37.0,80.0,450.0,B
Sherwood Elementary,Southwest,84.7,41.0,503.0,D
Laurel Park Elementary,North Central,16.6,73.0,775.0,B
Mulberry Elementary School,Northwest,59.0,75.0,388.0,B
Southeast Elementary,Southeast,93.6,31.0,186.0,F
Lincolnton High,Southwest,66.4,60.0,798.0,C
Barnette Elementary,Southwest,30.6,70.0,704.0,B
Francis Bradley Middle,Southwest,45.6,64.0,1071.0,C
Greenlee Primary,Northwest,59.5,60.0,224.0,C
E J Hayes Elementary,Northeast,65.6,43.0,271.0,D
Sardis Elementary,Southwest,69.9,65.0,443.0,C
Ocracoke School,Northeast,45.0,77.0,151.0,B
Creech Road Elementary,North Central,83.6,56.0,484.0,C
John R Griffin Middle,Sandhills,39.9,67.0,1089.0,C
Eastfield Global Magnet School,Northwest,85.2,60.0,250.0,C
Laurel Hill Elementary,Sandhills,77.8,47.0,627.0,D
New Hope Elementary,North Central,76.8,53.0,95.0,D
New Bern High,Southeast,53.1,59.0,1554.0,C
Lincolnton Middle,Southwest,73.1,57.0,558.0,C
Polo Ridge Elementary,Southwest,14.5,90.0,598.0,A
Town Creek Elementary,Southeast,43.2,76.0,654.0,B
Knollwood Elementary,Southwest,81.1,32.0,540.0,F
Archer Lodge Middle,North Central,41.0,68.0,1224.0,C
Coleridge Elementary School,Piedmont Triad,77.2,55.0,259.0,C
Forbush High,Piedmont Triad,45.8,64.0,768.0,C
Oak Hill Elementary,Northwest,71.2,50.0,308.0,D
Edward Best Elementary,North Central,71.7,69.0,464.0,C
South Brunswick High,Southeast,40.1,61.0,1124.0,C
North Windy Ridge Intermediate,Western,45.9,67.0,489.0,C
Alston Ridge Elementary,North Central,12.6,83.0,1029.0,B
Lake Wylie Elementary,Southwest,71.6,62.0,506.0,C
Havelock Middle,Southeast,55.2,44.0,386.0,D
North Iredell Middle,Southwest,56.5,51.0,557.0,D
Gaston STEM Leadership Academy,Northeast,82.1,53.0,265.0,D
Mountain View Elementary,Northwest,49.4,74.0,692.0,B
Brown Summit Middle,Piedmont Triad,16.9,97.0,237.0,A
Richlands Elementary,Southeast,50.5,58.0,638.0,C
Middle College,Western,31.6,94.0,43.0,A
Mt Ulla Elementary,Southwest,47.4,67.0,266.0,C
R-S Middle School,Western,53.8,58.0,568.0,C
Maiden High,Northwest,47.3,69.0,853.0,C
Northwood High,North Central,30.3,80.0,922.0,B
Underwood Elementary,North Central,30.4,71.0,385.0,B
Burke Virtual Academy,Northwest,60.6,56.0,121.0,C
Loyd E Auman Elementary,Sandhills,62.0,46.0,511.0,D
Overhills Elementary,North Central,53.1,47.0,927.0,D
Idlewild Elementary,Southwest,57.1,57.0,855.0,C
Performance Learning Center,Southwest,79.0,71.0,68.0,B
River Dell Elementary,North Central,34.5,74.0,904.0,B
Cox Mill High School,Southwest,14.6,86.0,1743.0,A
G R Whitfield,Northeast,60.1,60.0,522.0,C
Columbia High,Northeast,52.9,56.0,193.0,C
Sterling Elementary,Southwest,51.4,41.0,619.0,D
Bunker Hill High,Northwest,57.6,67.0,816.0,C
Brooks Global Elementary,Piedmont Triad,49.2,69.0,316.0,C
Triton High,North Central,64.5,63.0,1215.0,C
Benson Middle,North Central,68.4,51.0,498.0,D
Trillium Springs Montessori,Southwest,28.7,75.0,183.0,B
Bruns Avenue Elementary,Southwest,75.5,31.0,316.0,F
West Rockingham Elementary,Sandhills,76.1,47.0,254.0,D
Florence Elementary,Piedmont Triad,55.4,68.0,616.0,C
Blue Creek Elementary,Southeast,69.8,47.0,476.0,D
Silverdale Elementary,Southeast,50.6,56.0,618.0,C
Bethel Elementary,Northeast,65.6,46.0,258.0,D
South Asheboro Middle,Piedmont Triad,76.6,55.0,515.0,C
Green Ridge Elementary,Sandhills,89.5,41.0,259.0,D
Cameron Elementary,Sandhills,64.9,57.0,229.0,C
Jones Senior High School,Southeast,59.5,63.0,532.0,C
W H Robinson Elementary,Northeast,59.6,67.0,602.0,C
W A Bess Elementary School,Southwest,46.6,68.0,621.0,C
Cyrus P Frazier Elementary,Piedmont Triad,72.6,43.0,291.0,D
Hertford County High,Northeast,75.3,47.0,533.0,D
North Brook Elementary,Southwest,66.4,65.0,337.0,C
Caldwell Applied Sciences Academy,Northwest,38.5,85.0,214.0,A
Bethany Elementary,Piedmont Triad,42.2,64.0,458.0,C
London Elementary School,Piedmont Triad,74.0,50.0,194.0,D
Grantham Elementary,Southeast,60.4,72.0,437.0,B
Cornelius Elementary,Southwest,29.5,74.0,578.0,B
Wildwood Forest Elementary,North Central,81.6,48.0,511.0,D
Coats Elementary,North Central,71.0,42.0,666.0,D
Four Oaks Elementary,North Central,67.7,63.0,1021.0,C
M C S Noble Middle,Southeast,33.5,74.0,638.0,B
Liberty Elementary School,Piedmont Triad,77.0,54.0,385.0,D
Westmoore Elementary,Sandhills,58.9,61.0,270.0,C
Northside Elementary,Northeast,53.0,54.0,410.0,D
Woodland Elementary,North Central,47.2,73.0,228.0,B
East Hoke Middle,Sandhills,52.1,44.0,784.0,D
Lenoir County Early College High,Southeast,44.1,87.0,213.0,A
Northwest Guilford High,Piedmont Triad,17.7,85.0,1980.0,A
West Lincoln High,Southwest,51.4,66.0,735.0,C
Whiteville High,Sandhills,49.8,59.0,630.0,C
Welcome Elementary,Piedmont Triad,58.2,53.0,591.0,D
Hendersonville Middle,Western,52.6,60.0,510.0,C
Davidson County Schools Virtual Academy,Piedmont Triad,10.1,56.0,70.0,C
Jamestown Middle,Piedmont Triad,69.5,48.0,933.0,D
Bethel Elementary,Western,50.3,76.0,524.0,B
Claxton Elementary,Western,38.5,63.0,400.0,C
Edgewood Elementary,Sandhills,69.0,55.0,458.0,C
Shady Brook Elementary,Southwest,65.9,38.0,293.0,F
J S Waters School,North Central,60.4,66.0,198.0,C
Mills Park Middle,North Central,6.3,93.0,1623.0,A
Rockfish Hoke Elementary,Sandhills,26.9,66.0,589.0,C
Iron Station Elementary,Southwest,64.2,67.0,363.0,C
Person Early College Innovation & Ldrshp,North Central,44.6,73.0,141.0,B
Don D Steed Elementary,Sandhills,45.6,59.0,664.0,C
David Cox Road Elementary,Southwest,67.9,45.0,647.0,D
Overhills High,North Central,47.1,64.0,1870.0,C
North Mecklenburg High School,Southwest,61.0,63.0,2096.0,C
Castle Hayne Elementary,Southeast,56.9,75.0,419.0,B
Ledford Middle,Piedmont Triad,52.4,67.0,597.0,C
West Davidson High,Piedmont Triad,51.0,62.0,704.0,C
High Point Central High,Piedmont Triad,62.8,47.0,998.0,D
Glenn C Marlow Elementary,Western,29.8,81.0,579.0,B
Union Elementary,Southwest,56.9,79.0,311.0,B
Perquimans County High,Northeast,58.3,61.0,502.0,C
Ranger Elementary/Middle,Western,59.6,59.0,239.0,C
Stocks Elementary,North Central,79.3,50.0,380.0,D
Millbrook Elementary,North Central,80.0,45.0,504.0,D
Pinecrest High,Sandhills,33.6,70.0,2146.0,B
Boone Trail Elementary,North Central,71.8,49.0,515.0,D
Southern Nash High,North Central,56.7,69.0,1042.0,C
Ayden Elementary,Northeast,64.7,63.0,611.0,C
Pleasant Grove Elementary,North Central,45.6,63.0,576.0,C
Butner-Stem Elementary,North Central,82.3,53.0,431.0,D
La Grange Elementary,Southeast,68.7,54.0,480.0,D
North Academy of World Languages,Southwest,46.0,67.0,601.0,C
Lucas Middle,North Central,74.9,45.0,380.0,D
Littlefield Middle,Sandhills,66.4,49.0,665.0,D
Rockingham County Middle,Piedmont Triad,51.5,67.0,750.0,C
Stanfield Elementary,Southwest,42.7,54.0,413.0,D
Green Level High,North Central,6.1,92.0,2038.0,A
Walkertown High,Piedmont Triad,53.2,60.0,702.0,C
Uwharrie Ridge Six-Twelve,Piedmont Triad,62.4,39.0,465.0,F
Greenwood Elementary,North Central,75.7,67.0,543.0,C
Morton Elementary,Southeast,54.2,71.0,669.0,B
Grifton,Northeast,70.2,45.0,370.0,D
Brevard Elementary,Western,60.6,64.0,518.0,C
Greene County Middle,Southeast,66.0,40.0,677.0,D
A G Cox Middle,Northeast,52.7,62.0,856.0,C
Carrboro High,North Central,28.5,82.0,858.0,B
Stedman Elementary,Sandhills,47.7,77.0,275.0,B
North Asheboro Middle,Piedmont Triad,85.1,44.0,476.0,D
Rockford Elementary,Piedmont Triad,74.2,55.0,322.0,C
Deep River Elementary,North Central,76.5,65.0,478.0,C
Conway Middle,Northeast,75.2,46.0,288.0,D
H B Sugg Elementary,Northeast,65.8,51.0,373.0,D
T C Henderson,Western,69.7,63.0,106.0,C
Scotts Ridge Elementary,North Central,8.2,84.0,764.0,B
South Robeson Middle School,Sandhills,75.6,35.0,364.0,F
East Rutherford Middle School,Western,60.6,54.0,548.0,D
Aversboro Elementary,North Central,73.6,45.0,352.0,D
South Fork Elementary,Piedmont Triad,72.7,41.0,471.0,D
Harnett Central High,North Central,56.1,54.0,1400.0,D
J W Parker Middle,North Central,93.1,41.0,249.0,D
Seawell Elementary,North Central,30.7,85.0,464.0,A
Oxford Elementary,Northwest,70.6,56.0,554.0,C
Hildebran Elementary,Northwest,68.3,69.0,287.0,C
Hickory Ridge High,Southwest,19.6,81.0,1702.0,B
East Lee Middle,North Central,73.7,49.0,525.0,D
Bell Fork Elementary,Southeast,71.5,55.0,555.0,C
Junius H Rose High,Northeast,51.0,71.0,1461.0,B
Rosman Middle,Western,67.1,59.0,208.0,C
Salem Middle,North Central,19.7,79.0,1073.0,B
Hickory Ridge Elementary,Southwest,15.4,78.0,1045.0,B
Nebo Elementary School,Northwest,72.4,50.0,322.0,D
Belville Elementary,Southeast,42.6,61.0,722.0,C
Barnardsville Elementary,Western,56.9,66.0,106.0,C
Chatham School of Science & Engineering,North Central,29.8,98.0,85.0,A
Dole Elementary,Southwest,76.2,27.0,403.0,F
Comfort Elementary,Southeast,63.4,69.0,98.0,C
BT Bullock Elementary ,North Central,65.4,52.0,487.0,D
Clyde Erwin Elementary,Southeast,69.2,43.0,331.0,D
Rogers Lane Elementary,North Central,85.8,42.0,721.0,D
Hillcrest Elementary,Northwest,93.3,47.0,248.0,D
Griffith Elementary,Piedmont Triad,71.5,50.0,536.0,D
Louisburg Elementary,North Central,84.7,48.0,400.0,D
Reeds Elementary,Piedmont Triad,66.9,49.0,267.0,D
Harris Road Middle,Southwest,15.6,87.0,1239.0,A
Margaret Willis Elementary,Sandhills,78.6,46.0,276.0,D
Cabarrus County Schools Virtual Academy,Southwest,32.0,60.0,231.0,C
Virtual Academy,Piedmont Triad,72.3,42.0,405.0,D
Moyock Elementary,Northeast,16.3,65.0,724.0,C
Roberta Road Middle,Southwest,56.4,50.0,959.0,D
Robbinsville Middle,Western,75.3,47.0,246.0,D
Third Creek Elementary,Southwest,87.5,44.0,525.0,D
UNCG Early/Middle College,Piedmont Triad,55.0,81.0,202.0,B
Forest City-Dunbar Elementary School,Western,73.8,74.0,455.0,B
J T Barber Elementary,Southeast,77.7,36.0,241.0,F
Forestview High,Southwest,47.6,66.0,1057.0,C
N B Mills Elementary,Southwest,67.5,28.0,382.0,F
Cliffside Elementary School,Western,68.5,71.0,213.0,B
Northside Elementary,North Central,74.8,35.0,295.0,F
Hibriten High,Northwest,61.5,59.0,803.0,C
Heritage Middle,North Central,14.4,84.0,1004.0,B
South Brunswick Middle,Southeast,38.6,55.0,576.0,C
Tanglewood Elementary,Sandhills,58.9,57.0,349.0,C
Mt. Vernon-Ruth Elementary School,Western,66.9,62.0,222.0,C
Herbert Akins Rd Elementary,North Central,29.1,69.0,938.0,C
Terry Sanford High,Sandhills,57.3,63.0,1185.0,C
Philo-Hill Magnet Academy,Piedmont Triad,76.5,25.0,380.0,F
Mountain Park Elementary,Piedmont Triad,67.2,67.0,162.0,C
West Lincoln Middle,Southwest,62.6,63.0,548.0,C
First Ward Creative Arts Academy,Southwest,70.2,59.0,495.0,C
Willow Spring High,North Central,30.9,71.0,1465.0,B
Chestnut Grove Middle School,Piedmont Triad,52.0,62.0,656.0,C
Hortons Creek Elementary,North Central,11.5,78.0,691.0,B
Providence High School,Southwest,13.1,92.0,2019.0,A
Stallings Elementary,Southwest,29.4,79.0,732.0,B
Sunnyside Elementary,Sandhills,69.4,53.0,331.0,D
Konnoak Elementary,Piedmont Triad,73.3,44.0,608.0,D
Piney Grove Elementary,Piedmont Triad,39.9,76.0,594.0,B
Piney Grove Elementary,Southwest,62.7,51.0,507.0,D
Hawks Nest STEAM Academy,Southwest,36.0,78.0,352.0,B
Pine Hall Elementary School,Piedmont Triad,64.8,32.0,102.0,F
Swain County East Elementary,Western,71.8,55.0,339.0,C
