school,region,locale,spg_score,pct_eds
Summerfield Elementary,Piedmont Triad,City,85.0,24.7
Sumner Elementary,Piedmont Triad,City,54.0,70.6
Triangle Lake Montessori Elem,Piedmont Triad,City,57.0,64.1
UNCG Early/Middle College,Piedmont Triad,City,89.0,55.0
Union Hill Elementary,Piedmont Triad,City,57.0,76.5
Vandalia Elementary,Piedmont Triad,City,54.0,76.5
Washington Elementary,Piedmont Triad,City,42.0,76.6
Philip J Weaver Ed Center,Piedmont Triad,City,92.0,19.8
Welborn Middle,Piedmont Triad,City,42.0,71.2
Western Guilford High,Piedmont Triad,City,69.0,63.5
Greensboro Academy,Piedmont Triad,Suburb,89.0,7.3
Guilford Preparatory Academy,Piedmont Triad,City,58.0,59.1
"Phoenix Academy - Primary, Elem, Upper",Piedmont Triad,Rural,61.0,21.0
Triad Math and Science Academy,Piedmont Triad,City,73.0,62.3
Cornerstone Charter Academy-CFA,Piedmont Triad,City,78.0,6.5
College Prep and Leadership Academy,Piedmont Triad,City,59.0,62.0
Summerfield Charter Academy,Piedmont Triad,City,88.0,12.9
Piedmont Classical High School,Piedmont Triad,City,66.0,57.0
Gate City Charter,Piedmont Triad,City,58.0,79.0
Next Generation Academy,Piedmont Triad,City,49.0,49.2
The Experiential School of Greensboro,Piedmont Triad,City,51.0,19.2
Revolution Academy,Piedmont Triad,City,71.0,7.9
Summit Creek Academy,Piedmont Triad,City,53.0,59.8
Aggie Academy,Piedmont Triad,City,49.0,51.5
Aurelian Springs Institute of Global Lea,Northeast,Rural,55.0,78.6
Scotland Neck Elementary Leadership Acad,Northeast,Rural,47.0,76.2
Enfield Middle S.T.E.A.M. Academy,Northeast,Rural,41.0,76.2
Everetts Elementary S.T.E.M. Academy,Northeast,Rural,39.0,75.7
Hollister Elementary Leadership Academy,Northeast,Rural,33.0,71.5
Inborden Elementary S.T.E.A.M. Academy,Northeast,Rural,56.0,75.1
Northwest Halifax Collegiate and Technic,Northeast,Rural,50.0,71.9
Pittman Elementary Leadership Academy,Northeast,Rural,42.0,71.6
Southeast Halifax Collegiate Prep Academ,Northeast,Rural,54.0,77.0
William R Davie Middle S.T.E.M. Academy,Northeast,Rural,30.0,75.4
Halifax County Early College High,Northeast,Rural,69.0,52.4
Belmont Elementary School,Northeast,Town,62.0,67.6
Chaloner Middle School,Northeast,Town,59.0,62.6
Roanoke Rapids High School,Northeast,Town,54.0,52.9
Manning Elementary School,Northeast,Town,61.0,51.5
Roanoke Rapids Early College High,Northeast,Town,89.0,37.3
Roanoke Valley Early College,Northeast,Rural,56.0,42.3
Weldon Elementary Global Academy,Northeast,Rural,31.0,78.7
Weldon STEM High School Career Academies,Northeast,Rural,50.0,73.6
Weldon Middle,Northeast,Rural,45.0,76.1
KIPP Halifax College Preparatory,Northeast,Rural,34.0,61.2
Hobgood Charter School,Northeast,Rural,55.0,28.5
Anderson Creek Primary,North Central,Rural,54.0,62.2
Angier Elementary,North Central,Rural,41.0,77.4
Benhaven Elementary,North Central,Rural,62.0,46.7
Boone Trail Elementary,North Central,Rural,45.0,71.8
Buies Creek Elementary,North Central,Rural,54.0,54.9
Coats Elementary,North Central,Rural,40.0,71.0
Coats-Erwin Middle,North Central,Rural,48.0,70.1
Dunn Middle,North Central,Rural,53.0,65.3
Erwin Elementary,North Central,Rural,39.0,65.0
Harnett County Early College,North Central,Rural,93.0,45.2
Dunn Elementary,North Central,Rural,46.0,72.9
Harnett Central High,North Central,Rural,60.0,56.1
Harnett Central Middle,North Central,Rural,45.0,62.9
Johnsonville Elementary,North Central,Rural,57.0,63.5
Highland Elementary,North Central,Rural,64.0,53.4
Highland Middle,North Central,Rural,53.0,65.5
Northwest Harnett Elementary,North Central,Rural,73.0,41.3
Lillington-Shawtown Elementary,North Central,Rural,50.0,57.6
North Harnett Primary,North Central,Rural,41.0,79.3
Overhills Elementary,North Central,Rural,57.0,53.1
Overhills Middle,North Central,Rural,53.0,59.4
Overhills High,North Central,Rural,58.0,47.1
South Harnett Elementary,North Central,Rural,54.0,63.3
Triton High,North Central,Rural,62.0,64.5
Western Harnett High,North Central,Rural,59.0,59.6
Harnett Virtual Academy,North Central,Rural,34.0,65.8
Western Harnett Middle,North Central,Rural,52.0,57.2
Anderson Creek Academy,North Central,Rural,82.0,18.1
Achievement Charter Academy,North Central,Rural,40.0,13.9
Bethel Elementary,Western,Suburb,73.0,50.3
Bethel Middle,Western,Suburb,71.0,54.7
Canton Middle,Western,Suburb,64.0,57.4
Clyde Elementary,Western,Suburb,53.0,59.2
Riverbend Elementary,Western,Suburb,82.0,51.6
Haywood Early College,Western,Suburb,96.0,42.0
Hazelwood Elementary,Western,Suburb,63.0,61.7
Jonathan Valley Elementary,Western,Suburb,65.0,54.1
Junaluska Elementary,Western,Suburb,74.0,54.4
Meadowbrook Elementary,Western,Suburb,48.0,68.0
North Canton Elementary,Western,Suburb,70.0,58.5
Pisgah High,Western,Suburb,81.0,55.6
Tuscola High,Western,Suburb,78.0,48.7
Waynesville Middle,Western,Suburb,54.0,60.8
Shining Rock Classical Academy,Western,Suburb,58.0,35.5
Apple Valley Middle,Western,Suburb,57.0,68.8
Atkinson Elementary,Western,Suburb,64.0,46.0
Bruce Drysdale Elementary,Western,Suburb,61.0,61.9
Clear Creek Elementary,Western,Suburb,69.0,68.9
Dana Elementary,Western,Suburb,35.0,80.5
East Henderson High,Western,Suburb,73.0,61.1
Edneyville Elementary,Western,Suburb,51.0,70.0
Etowah Elementary,Western,Suburb,74.0,49.4
Flat Rock Middle,Western,Suburb,43.0,70.0
Fletcher Elementary,Western,Suburb,66.0,53.4
Hendersonville Elementary,Western,Suburb,78.0,33.1
Hendersonville High,Western,Suburb,74.0,43.3
Hendersonville Middle,Western,Suburb,65.0,52.6
Hillandale Elementary,Western,Suburb,53.0,66.7
Glenn C Marlow Elementary,Western,Suburb,79.0,29.8
Mills River Elementary,Western,Suburb,76.0,37.8
North Henderson High,Western,Suburb,76.0,62.2
Rugby Middle,Western,Suburb,71.0,39.9
Sugarloaf Elementary,Western,Suburb,54.0,80.5
Upward Elementary,Western,Suburb,49.0,81.9
West Henderson High,Western,Suburb,73.0,34.2
Henderson County Early College,Western,Suburb,93.0,47.7
The Mountain Community Sch,Western,Suburb,65.0,19.2
FernLeaf,Western,Suburb,59.0,13.7
Ahoskie Elementary,Northeast,Rural,45.0,77.8
Bearfield Primary,Northeast,Rural,53.0,77.6
Hertford County Middle,Northeast,Rural,32.0,74.2
Hertford County High,Northeast,Rural,52.0,75.3
Hertford Co Early College,Northeast,Rural,77.0,38.1
Riverview Elementary,Northeast,Rural,45.0,70.4
CS Brown High - STEM Program,Northeast,Rural,81.0,56.9
Don D Steed Elementary,Sandhills,Town,69.0,45.6
Hoke County High,Sandhills,Town,64.0,52.3
J W McLauchlin Elementary,Sandhills,Town,56.0,65.8
West Hoke Middle,Sandhills,Town,43.0,63.4
Scurlock Elementary,Sandhills,Town,52.0,51.0
Hawk Eye Elementary,Sandhills,Town,39.0,77.6
East Hoke Middle,Sandhills,Town,40.0,52.1
West Hoke Elementary,Sandhills,Town,44.0,60.9
Rockfish Hoke Elementary,Sandhills,Town,55.0,26.9
Upchurch Elementary,Sandhills,Town,60.0,52.7
Sandy Grove Elementary,Sandhills,Town,64.0,60.4
Sandy Grove Middle,Sandhills,Town,41.0,51.7
SandHoke Early College High,Sandhills,Town,92.0,32.5
Mattamuskeet School,Northeast,Rural,42.0,65.9
Ocracoke School,Northeast,Rural,74.0,45.0
Hyde Academy,Northeast,Rural,76.0,
Agriculture and Science Early College,Southwest,Rural,86.0,36.2
Woodland Heights Middle,Southwest,Rural,71.0,22.1
Career Academy and Technical School,Southwest,Rural,65.0,13.6
Celeste Henkel Elementary,Southwest,Rural,64.0,68.1
Central Elementary,Southwest,Rural,67.0,47.4
Coddle Creek Elementary,Southwest,Rural,66.0,26.8
Cloverleaf Elementary,Southwest,Rural,49.0,72.8
Collaborative College for Technology,Southwest,Rural,96.0,34.2
Cool Spring Elementary,Southwest,Rural,75.0,58.4
East Iredell Elementary,Southwest,Rural,49.0,75.8
East Iredell Middle,Southwest,Rural,33.0,77.8
Harmony Elementary,Southwest,Rural,70.0,69.2
ISS Virtual Academy,Southwest,Rural,60.0,13.3
Lake Norman High,Southwest,Rural,78.0,16.2
Lake Norman Elementary,Southwest,Rural,73.0,18.7
Lakeshore Elementary,Southwest,Rural,68.0,29.8
Lakeshore Middle,Southwest,Rural,60.0,35.2
The Brawley School,Southwest,Rural,87.0,9.0
N B Mills Elementary,Southwest,Rural,34.0,67.5
North Iredell High,Southwest,Rural,70.0,46.7
Oakwood Middle IB School,Southwest,Rural,75.0,36.3
Scotts Elementary,Southwest,Rural,56.0,72.8
North Iredell Middle,Southwest,Rural,47.0,56.5
Third Creek Middle,Southwest,Rural,29.0,87.6
Statesville High,Southwest,Rural,54.0,77.7
Crossroads Arts and Science Early Colleg,Southwest,Rural,96.0,39.2
Sharon Elementary,Southwest,Rural,66.0,61.2
Shepherd Elementary,Southwest,Rural,59.0,44.9
South Iredell High,Southwest,Rural,71.0,33.3
Third Creek Elementary,Southwest,Rural,42.0,87.5
Troutman Elementary,Southwest,Rural,66.0,51.9
Troutman Middle,Southwest,Rural,35.0,53.2
Union Grove Elementary,Southwest,Rural,66.0,54.2
West Iredell High,Southwest,Rural,57.0,62.4
West Iredell Middle,Southwest,Rural,46.0,66.5
Woodland Heights Elementary,Southwest,Rural,78.0,13.1
East Mooresville Intermediate,Southwest,Town,73.0,46.0
Mooresville Intermediate,Southwest,Town,72.0,39.2
Mooresville Middle,Southwest,Town,73.0,45.2
Mooresville High School,Southwest,Town,72.0,36.1
Park View Elementary,Southwest,Town,73.0,51.8
Rocky River Elementary,Southwest,Town,72.0,30.2
South Elementary,Southwest,Town,72.0,59.0
American Renaissance School,Southwest,Town,48.0,13.5
Success Institute Charter,Southwest,Town,47.0,59.5
Pine Lake Preparatory,Southwest,Town,85.0,5.0
Langtree Charter Academy,Southwest,Rural,70.0,13.0
Iredell Charter Academy of Arts &Science,Southwest,Rural,52.0,47.1
Blue Ridge Early College,Western,Rural,44.0,74.8
Cullowhee Valley School,Western,Rural,50.0,68.2
Fairview School,Western,Rural,59.0,56.6
Blue Ridge School,Western,Rural,65.0,77.2
Jackson Co Early College,Western,Rural,78.0,42.9
Scotts Creek School,Western,Rural,54.0,70.5
Smokey Mountain Elementary,Western,Rural,40.0,80.9
Smoky Mountain High School,Western,Rural,68.0,54.6
Summit Charter,Western,Rural,74.0,8.1
Catamount School,Western,Rural,64.0,50.0
Benson Elementary,North Central,Rural,64.0,73.5
Benson Middle,North Central,Rural,55.0,68.4
Clayton High,North Central,Rural,72.0,42.2
West Clayton Elementary,North Central,Rural,64.0,64.5
Cleveland High,North Central,Rural,72.0,35.5
Cleveland Elementary,North Central,Rural,75.0,27.9
Cleveland Middle,North Central,Rural,63.0,37.4
Cooper Academy,North Central,Rural,56.0,66.9
Corinth-Holders Elementary,North Central,Rural,63.0,58.2
Corinth Holders High,North Central,Rural,73.0,31.8
Dixon Road Elementary,North Central,Rural,71.0,45.2
East Clayton Elementary,North Central,Rural,60.0,55.4
Four Oaks Elementary,North Central,Rural,65.0,67.7
Four Oaks Middle,North Central,Rural,66.0,68.2
Micro Elementary,North Central,Rural,67.0,73.6
North Johnston Middle,North Central,Rural,56.0,71.9
Glendale-Kenly Elementary,North Central,Rural,61.0,66.4
McGee's Crossroads Elem,North Central,Rural,66.0,54.7
McGee's Crossroads Middle,North Central,Rural,60.0,47.8
Meadow School,North Central,Rural,70.0,60.5
Archer Lodge Middle,North Central,Rural,64.0,41.0
Johnston Co Early College Academy,North Central,Rural,95.0,29.6
North Johnston High,North Central,Rural,66.0,61.9
Pine Level Elementary,North Central,Rural,77.0,64.9
Powhatan Elementary,North Central,Rural,74.0,33.4
Princeton Elementary,North Central,Rural,70.0,60.3
Princeton High,North Central,Rural,63.0,49.8
River Dell Elementary,North Central,Rural,73.0,34.5
Riverwood Elementary,North Central,Rural,80.0,38.1
Riverwood Middle,North Central,Rural,57.0,43.4
The Innovation Academy at South Campus,North Central,Rural,82.0,51.3
Thanksgiving Elementary,North Central,Rural,73.0,44.6
Selma Elementary,North Central,Rural,57.0,66.7
Selma Middle School,North Central,Rural,47.0,67.4
West Smithfield Elementary,North Central,Rural,55.0,66.7
Smithfield Middle,North Central,Rural,39.0,60.5
Smithfield-Selma High,North Central,Rural,58.0,68.9
South Johnston High,North Central,Rural,66.0,55.4
South Smithfield Elementary,North Central,Rural,47.0,62.9
West Johnston High,North Central,Rural,66.0,38.3
Wilson's Mills Elementary,North Central,Rural,60.0,76.3
Polenta Elementary,North Central,Rural,66.0,45.5
Swift Creek Middle,North Central,Rural,58.0,45.0
Clayton Middle,North Central,Rural,59.0,56.1
West View Elementary,North Central,Rural,72.0,48.0
Neuse Charter School,North Central,Town,68.0,19.7
Johnston Charter Academy,North Central,Rural,65.0,28.2
American Leadership Academy - Johnston,North Central,Rural,61.0,25.0
Pollocksville Elementary,Southeast,Rural,66.0,66.4
Comfort Elementary,Southeast,Rural,68.0,63.4
Maysville Elementary,Southeast,Rural,69.0,78.4
Trenton Elementary,Southeast,Rural,58.0,69.7
Jones Senior High School,Southeast,Rural,63.0,59.5
BT Bullock Elementary,North Central,Town,58.0,65.4
Broadway Elementary,North Central,Town,52.0,81.0
Deep River Elementary,North Central,Town,65.0,76.5
East Lee Middle,North Central,Town,39.0,73.7
Greenwood Elementary,North Central,Town,67.0,75.7
Lee Early College,North Central,Town,89.0,42.6
Lee County High,North Central,Town,52.0,60.8
J Glenn Edwards Elementary,North Central,Town,59.0,73.4
SanLee Middle School,North Central,Town,61.0,70.3
Southern Lee High School,North Central,Town,54.0,62.3
Tramway Elementary,North Central,Town,71.0,48.0
J R Ingram Jr Elementary,North Central,Town,58.0,65.9
West Lee Middle,North Central,Town,53.0,70.6
WB Wicker Elementary,North Central,Town,51.0,85.3
Ascend Leadership Academy Lee County,North Central,Town,62.0,35.4
Rising Leaders Academy,North Central,Town,42.0,74.2
Central Carolina Academy,North Central,Town,76.0,27.1
Banks Elementary,Southeast,Rural,69.0,61.8
Contentnea-Savannah School,Southeast,Rural,53.0,67.7
E B Frink Middle,Southeast,Rural,50.0,59.4
Kinston High,Southeast,Rural,46.0,77.4
La Grange Elementary,Southeast,Rural,53.0,68.7
Lenoir County Early College High,Southeast,Rural,83.0,44.1
Moss Hill Elementary,Southeast,Rural,76.0,63.8
North Lenoir High,Southeast,Rural,59.0,53.1
Northeast Elementary,Southeast,Rural,45.0,86.3
Northwest Elementary,Southeast,Rural,60.0,82.4
Pink Hill Elementary,Southeast,Rural,59.0,63.8
Rochelle Middle,Southeast,Rural,46.0,85.2
South Lenoir High,Southeast,Rural,61.0,50.0
Southeast Elementary,Southeast,Rural,49.0,93.6
Southwood Elementary,Southeast,Rural,63.0,58.6
Woodington Middle,Southeast,Rural,54.0,60.5
Battleground Elementary,Southwest,Rural,75.0,66.7
Catawba Springs Elementary,Southwest,Rural,72.0,29.9
GE Massey Elementary,Southwest,Rural,49.0,77.6
East Lincoln High,Southwest,Rural,74.0,29.7
East Lincoln Middle,Southwest,Rural,61.0,36.4
Iron Station Elementary,Southwest,Rural,74.0,64.2
Lincolnton High,Southwest,Rural,62.0,66.4
Lincolnton Middle,Southwest,Rural,47.0,73.1
Love Memorial Elementary,Southwest,Rural,49.0,72.4
Childers Elementary,Southwest,Rural,59.0,66.5
North Brook Elementary,Southwest,Rural,64.0,66.4
North Lincoln High,Southwest,Rural,70.0,27.2
Pumpkin Center Primary,Southwest,Rural,62.0,47.4
Pumpkin Center Intermediate,Southwest,Rural,62.0,45.3
North Lincoln Middle,Southwest,Rural,67.0,29.9
Rock Springs Elementary,Southwest,Rural,80.0,21.7
S Ray Lowder Elementary,Southwest,Rural,59.0,68.7
St James Elementary,Southwest,Rural,72.0,28.6
Union Elementary,Southwest,Rural,71.0,56.9
West Lincoln High,Southwest,Rural,68.0,51.4
West Lincoln Middle,Southwest,Rural,55.0,62.6
Lincoln Charter School,Southwest,Rural,77.0,9.1
West Lake Preparatory Academy,Southwest,Rural,62.0,36.4
Cartoogechaye Elementary,Western,Rural,64.0,61.9
East Franklin Elementary,Western,Rural,53.0,60.1
Franklin High,Western,Rural,69.0,51.1
Highlands School,Western,Rural,58.0,35.4
Iotla Valley Elementary,Western,Rural,57.0,69.6
Macon Early College High School,Western,Rural,83.0,50.4
Macon Middle School,Western,Rural,58.0,59.3
Mountain View Intermediate,Western,Rural,50.0,68.6
Nantahala School,Western,Rural,48.0,79.5
South Macon Elementary,Western,Rural,61.0,70.8
Macon Virtual Academy,Western,Rural,82.0,66.7
Brush Creek Elementary,Western,Rural,56.0,61.5
Hot Springs Elementary,Western,Rural,62.0,70.5
Madison Early College High,Western,Rural,80.0,42.9
Madison High School,Western,Rural,67.0,47.8
Madison Middle School,Western,Rural,56.0,57.7
Mars Hill Elementary,Western,Rural,57.0,54.7
Williamston Primary,Northeast,Rural,48.0,72.5
E J Hayes Elementary,Northeast,Rural,48.0,65.6
South Creek Elementary,Northeast,Rural,42.0,70.8
Jamesville Elementary,Northeast,Rural,68.0,52.6
South Creek Middle,Northeast,Rural,42.0,67.3
Rodgers Elementary,Northeast,Rural,67.0,49.8
Riverside Middle,Northeast,Rural,45.0,69.3
Bear Grass Charter School,Northeast,Rural,65.0,12.7
Eastfield Global Magnet School,Northwest,Rural,64.0,85.2
East McDowell Middle School,Northwest,Rural,48.0,77.8
Glenwood Elementary School,Northwest,Rural,52.0,64.2
Marion Elementary School,Northwest,Rural,61.0,75.2
McDowell Academy for Innovation,Northwest,Rural,88.0,52.7
McDowell Early College,Northwest,Rural,89.0,42.5
McDowell High School,Northwest,Rural,54.0,60.7
Nebo Elementary School,Northwest,Rural,64.0,72.4
North Cove Elementary School,Northwest,Rural,53.0,69.7
Old Fort Elementary School,Northwest,Rural,68.0,73.4
Pleasant Gardens Elementary School,Northwest,Rural,61.0,63.2
West Marion Elementary School,Northwest,Rural,53.0,69.6
West McDowell Middle School,Northwest,Rural,55.0,67.7
Foothills Community School,Northwest,Rural,74.0,48.9
Albemarle Road Elementary,Southwest,City,58.0,58.5
Albemarle Road Middle,Southwest,City,43.0,55.8
Ardrey Kell High School,Southwest,City,90.0,13.8
Charlotte East Language Academy,Southwest,City,67.0,49.1
Rea Farms STEAM Academy,Southwest,City,90.0,14.3
J. M. Alexander Middle,Southwest,City,38.0,68.1
North Academy of World Languages,Southwest,City,79.0,46.0
Allenbrook Elementary,Southwest,City,72.0,71.3
Ashley Park PreK-8 School,Southwest,City,52.0,70.6
William Amos Hough High,Southwest,City,84.0,18.2
Bailey Middle,Southwest,City,82.0,21.1
Bain Elementary,Southwest,City,86.0,29.5
Charles H. Parker Academic Center,Southwest,City,62.0,44.4
Whitewater Middle,Southwest,City,55.0,58.3
Whitewater Academy,Southwest,City,59.0,59.1
Berryhill School,Southwest,City,52.0,55.8
Beverly Woods Elementary,Southwest,City,86.0,19.5
Palisades High School,Southwest,City,69.0,49.7
Barnette Elementary,Southwest,City,74.0,30.6
Briarwood Academy,Southwest,City,60.0,53.9
Carmel Middle,Southwest,City,68.0,40.9
Cato Middle College High School,Southwest,City,94.0,47.8
Billingsville Elementary,Southwest,City,66.0,55.1
Chantilly Montessori,Southwest,City,78.0,11.4
Clear Creek Elementary,Southwest,City,61.0,63.5
Cochrane Collegiate Academy,Southwest,City,36.0,52.5
Collinswood Language Academy,Southwest,City,76.0,45.5
Community House Middle,Southwest,City,89.0,17.6
Cornelius Elementary,Southwest,City,81.0,29.5
Cotswold Elementary,Southwest,City,66.0,52.1
Coulwood STEM Academy,Southwest,City,68.0,59.3
Crown Point Elementary,Southwest,City,65.0,74.2
Crestdale Middle,Southwest,City,69.0,40.1
Davidson K-8 School,Southwest,City,88.0,12.2
Butler High School,Southwest,City,71.0,46.0
David Cox Road Elementary,Southwest,City,45.0,67.9
Military and Global Leadership,Southwest,City,90.0,65.3
Devonshire Elementary,Southwest,City,45.0,57.5
Marie G Davis School,Southwest,City,48.0,76.1
Dilworth Elementary School Latta Campus,Southwest,City,90.0,18.4
First Ward Creative Arts Academy,Southwest,City,53.0,70.2
Berewick Elementary,Southwest,City,60.0,65.2
Druid Hills Academy,Southwest,City,58.0,68.3
East Mecklenburg High School,Southwest,City,71.0,57.7
Eastover Elementary,Southwest,City,81.0,28.7
Eastway Middle,Southwest,City,44.0,53.3
Elizabeth Lane Elementary,Southwest,City,87.0,13.2
Elon Park Elementary,Southwest,City,87.0,14.1
Elizabeth Traditional Elem,Southwest,City,70.0,71.5
Endhaven Elementary,Southwest,City,77.0,33.0
Hawthorne Academy of Health Sciences,Southwest,City,65.0,61.5
Polo Ridge Elementary,Southwest,City,91.0,14.5
Francis Bradley Middle,Southwest,City,60.0,45.6
Garinger High School,Southwest,City,45.0,51.6
Greenway Park Elementary,Southwest,City,57.0,55.6
Alexander Graham Middle,Southwest,City,57.0,49.7
Harper Middle College High,Southwest,City,98.0,25.2
Harding University High School,Southwest,City,47.0,65.6
Hawk Ridge Elementary,Southwest,City,85.0,18.2
Lawrence Orr Elementary,Southwest,City,54.0,60.6
Parkside Elementary,Southwest,City,67.0,62.5
Hickory Grove Elementary,Southwest,City,55.0,59.5
Highland Creek Elementary,Southwest,City,72.0,37.0
Hidden Valley Elementary,Southwest,City,36.0,60.5
Highland Mill Montessori,Southwest,City,81.0,23.6
Highland Renaissance Academy,Southwest,City,57.0,66.3
Hopewell High School,Southwest,City,67.0,48.4
Hornets Nest Elementary,Southwest,City,44.0,62.7
Croft Community School,Southwest,City,63.0,63.4
Huntersville Elementary,Southwest,City,80.0,23.5
Huntingtowne Farms Elementary,Southwest,City,45.0,77.8
Idlewild Elementary,Southwest,City,65.0,57.1
Independence High School,Southwest,City,68.0,57.4
James Martin Middle,Southwest,City,43.0,59.9
Gov's Village STEM (Upper),Southwest,City,54.0,76.3
Jay M. Robinson Middle,Southwest,City,89.0,14.7
Joseph W Grier Academy,Southwest,City,53.0,58.3
J.V. Washam Elementary,Southwest,City,80.0,20.1
Kennedy Middle,Southwest,City,59.0,64.8
Lincoln Heights Montessori,Southwest,City,80.0,28.7
Lake Wylie Elementary,Southwest,City,64.0,71.6
Ballantyne Elementary,Southwest,City,87.0,23.2
Lansdowne Elementary,Southwest,City,70.0,45.4
Lebanon Road Elementary,Southwest,City,59.0,52.4
Blythe Elementary,Southwest,City,65.0,61.1
Levine Middle College High Sch,Southwest,City,96.0,15.8
Long Creek Elementary,Southwest,City,53.0,67.6
Mallard Creek High School,Southwest,City,69.0,55.0
Mallard Creek Elementary,Southwest,City,68.0,73.2
Matthews Elementary,Southwest,City,77.0,31.6
"Martin Luther King, Jr Middle",Southwest,City,41.0,54.9
McAlpine Elementary,Southwest,City,76.0,31.7
McClintock Middle,Southwest,City,61.0,52.1
McKee Road Elementary,Southwest,City,89.0,22.4
Merry Oaks International Academy,Southwest,City,47.0,52.8
Mint Hill Middle,Southwest,City,67.0,48.5
Rocky River High School,Southwest,City,52.0,69.2
Montclaire Elementary,Southwest,City,57.0,47.5
Mountain Island Lake Academy,Southwest,City,51.0,72.5
River Oaks Academy,Southwest,City,41.0,72.8
Myers Park Traditional Elem,Southwest,City,82.0,37.4
Myers Park High School,Southwest,City,78.0,29.4
Gov's Village STEM (Lower),Southwest,City,53.0,76.9
Nations Ford Elementary,Southwest,City,40.0,48.5
Newell Elementary,Southwest,City,45.0,62.4
Vaughan Academy of Technology,Southwest,City,68.0,62.6
J. H. Gunn Elementary,Southwest,City,54.0,59.8
Northeast Middle,Southwest,City,48.0,70.8
North Mecklenburg High School,Southwest,City,67.0,61.0
Northridge Middle,Southwest,City,55.0,75.8
Northwest School of the Arts,Southwest,City,81.0,39.6
South Pine Academy,Southwest,City,38.0,83.3
Oakhurst STEAM Academy,Southwest,City,60.0,56.0
Oakdale Elementary,Southwest,City,49.0,66.9
Oaklawn Language Academy,Southwest,City,69.0,65.4
Bruns Avenue Elementary,Southwest,City,40.0,75.5
Olympic High School,Southwest,City,63.0,58.9
Olde Providence Elementary,Southwest,City,86.0,19.2
Sedgefield Montessori,Southwest,City,81.0,16.7
Palisades Park Elementary,Southwest,City,76.0,39.8
Paw Creek Elementary,Southwest,City,77.0,56.1
Phillip O Berry Academy of Technology,Southwest,City,73.0,64.5
Piedmont Middle School,Southwest,City,78.0,45.1
Central Piedmont Early College,Southwest,City,86.0,79.0
Charlotte-Mecklenburg Virtual School,Southwest,City,72.0,56.3
Pineville Elementary,Southwest,City,70.0,62.9
Pinewood Elementary,Southwest,City,52.0,53.4
Piney Grove Elementary,Southwest,City,59.0,62.7
Providence Spring Elementary,Southwest,City,91.0,5.0
Providence High School,Southwest,City,92.0,13.1
Quail Hollow Middle,Southwest,City,48.0,69.3
Rama Road Elementary,Southwest,City,65.0,55.7
Randolph Middle,Southwest,City,63.0,46.4
Ranson Middle,Southwest,City,31.0,66.0
Renaissance West STEAM Academy,Southwest,City,59.0,75.3
Reedy Creek Elementary,Southwest,City,60.0,69.5
Reid Park Academy,Southwest,City,45.0,73.1
Ridge Road Middle,Southwest,City,42.0,69.2
Dilworth Elementary,Southwest,City,90.0,19.5
Sedgefield Middle,Southwest,City,66.0,42.9
Stoney Creek Elementary,Southwest,City,47.0,56.0
Selwyn Elementary,Southwest,City,88.0,16.1
Shamrock Gardens Elementary,Southwest,City,73.0,34.7
Sharon Elementary,Southwest,City,84.0,13.1
South Academy of International Languages,Southwest,City,76.0,35.7
Smithfield Elementary,Southwest,City,71.0,51.5
South Mecklenburg High School,Southwest,City,70.0,50.4
South Charlotte Middle,Southwest,City,79.0,22.7
Southwest Middle School,Southwest,City,48.0,62.0
Starmount Academy of Excellence,Southwest,City,44.0,89.7
Statesville Road Elementary,Southwest,City,58.0,68.3
Steele Creek Elementary,Southwest,City,66.0,76.6
Sterling Elementary,Southwest,City,51.0,51.4
Thomasboro Academy,Southwest,City,45.0,75.7
Torrence Creek Elementary,Southwest,City,73.0,40.5
Grand Oak Elementary,Southwest,City,88.0,19.3
Tuckaseegee Elementary,Southwest,City,70.0,64.7
University Park Creative Arts,Southwest,City,63.0,71.2
University Meadows Elementary,Southwest,City,53.0,59.6
Char Eng Early College-UNCC,Southwest,City,90.0,32.4
Charlotte Teacher Early College,Southwest,City,77.0,41.4
Irwin Academic Center,Southwest,City,78.0,33.2
Walter G. Byers School,Southwest,City,48.0,79.7
West Charlotte High School,Southwest,City,59.0,66.0
Westerly Hills Academy,Southwest,City,59.0,70.7
West Mecklenburg High School,Southwest,City,50.0,56.6
Williams Secondary Montessori,Southwest,City,85.0,18.5
Wilson STEM Academy,Southwest,City,48.0,71.5
Winding Springs Elementary,Southwest,City,58.0,58.1
Windsor Park Elementary,Southwest,City,64.0,51.9
Winget Park Elementary,Southwest,City,74.0,43.5
Winterfield Elementary,Southwest,City,47.0,53.3
River Gate Elementary,Southwest,City,67.0,57.2
Julius L. Chambers High School,Southwest,City,55.0,56.0
Villa Heights Elementary,Southwest,City,58.0,57.9
Merancas Middle College-CPCC,Southwest,City,93.0,27.9
Mint Hill Elementary School,Southwest,City,63.0,61.6
Sugar Creek Charter,Southwest,City,60.0,79.2
Lake Norman Charter,Southwest,Rural,88.0,7.8
Metrolina Reg Scholars Academy,Southwest,City,94.0,5.0
Queen's Grant Community School,Southwest,Rural,66.0,28.0
Community School of Davidson,Southwest,Suburb,77.0,5.0
Socrates Academy,Southwest,City,85.0,14.6
Charlotte Secondary,Southwest,City,41.0,28.0
KIPP Charlotte,Southwest,City,45.0,73.5
Corvian Community School,Southwest,City,78.0,5.0
American Leadership Academy Charlotte,Southwest,City,41.0,73.9
