school,region,g_lat,g_lon,spg_grade,spg_score
Ephesus Elementary,North Central,35.9335,-79.0162,B,74.0
JCPS Virtual Academy,North Central,35.5288,-78.33513,D,53.0
Lebanon Road Elementary,Southwest,35.1841,-80.6896,D,42.0
Inborden Elementary S.T.E.A.M. Academy,Northeast,36.17703,-77.69661,F,38.0
Swift Creek Elementary,North Central,36.1066,-77.8976,C,59.0
The International School at Gregory,Southeast,34.232,-77.9357,C,60.0
Harnett County Early College,North Central,35.30977,-78.60031,B,78.0
Jackson Co Early College,Western,35.3487,-83.207,A,87.0
Cleveland Middle,North Central,35.5749,-78.5488,B,70.0
Holly Tree Elementary,Southeast,34.1917,-77.8827,B,78.0
Richmond 9th Grade Academy,Sandhills,34.9208,-79.6958,C,59.0
Hidden Valley Elementary,Southwest,35.26832,-80.78444,D,50.0
Eugene Ashley High,Southeast,34.1002,-77.9117,B,74.0
McDougle Middle,North Central,35.92857,-79.09894,C,68.0
Nesbitt Discovery Academy,Western,35.6069,-82.5834,A,98.0
Chatham County Schools Virtual Academy,North Central,35.6138,-79.3898,D,41.0
Tryon Elementary School,Western,35.2142,-82.2433,B,72.0
Wake Young Men's Leadership Academy,North Central,35.77841,-78.62946,A,90.0
Micaville Elementary,Northwest,35.9053,-82.2163,C,59.0
Bandys High,Northwest,35.6452,-81.0856,B,81.0
Greene Early College High,Southeast,35.4759,-77.6705,B,81.0
Poe Elementary,North Central,35.7736,-78.6057,C,59.0
Mountain View Elementary,Northwest,35.75353,-81.70162,C,55.0
J W Coon Elementary,Sandhills,35.03286,-78.95989,D,42.0
Hall-Woodward Elementary,Piedmont Triad,36.0804,-80.1745,F,34.0
Union County Early College,Southwest,35.0312,-80.6205,A,95.0
South Columbus High,Sandhills,34.17312,-78.81484,C,59.0
Bugg Elementary,North Central,35.7659,-78.5866,D,44.0
Greene County Intermediate,Southeast,35.49063,-77.66519,D,46.0
Ayden Middle,Northeast,35.4714,-77.4345,D,54.0
Wake Early College of Health and Science,North Central,35.78491,-78.58447,A,94.0
Rocky River Elementary,Southwest,35.3423,-80.598,D,46.0
Rodgers Elementary,Northeast,35.78151,-77.0768,C,67.0
Cuthbertson Middle,Southwest,34.9741,-80.7409,B,81.0
Hazelwood Elementary,Western,35.4782,-83.0143,C,67.0
Rugby Middle,Western,35.35876,-82.5146,B,74.0
Franklin High,Western,35.1768,-83.3821,C,68.0
Page Street Elementary,Sandhills,35.3683,-79.8756,D,49.0
Surf City Middle,Southeast,34.46251,-77.57483,C,67.0
E E Smith High,Sandhills,35.0844,-78.8957,C,56.0
North Cove Elementary School,Northwest,35.7895,-82.0342,C,61.0
Roseboro Elementary,Sandhills,34.94419,-78.52174,C,62.0
Vance County High School,North Central,36.3032,-78.37412,F,36.0
Douglas Elementary,North Central,35.8404,-78.6292,C,64.0
East McDowell Middle School,Northwest,35.6871,-81.9961,D,49.0
Union High,Sandhills,34.80913,-78.23699,C,61.0
Pinkston Street Elementary,North Central,36.3247,-78.3865,D,47.0
Icard Elementary,Northwest,35.729,-81.4688,C,66.0
Cross Creek Early College,Sandhills,35.07564,-78.89198,A,93.0
Gibson Elementary,Piedmont Triad,36.187,-80.3111,F,38.0
Louisburg Magnet High,North Central,36.1101,-78.3001,B,70.0
Weddington High,Southwest,35.00123,-80.72552,A,90.0
Lewisville Elementary,Piedmont Triad,36.0947,-80.4194,B,84.0
Dilworth Elem Sedgefield Campus,Southwest,35.1903,-80.8634,B,82.0
Cedar Ridge High,North Central,36.0541,-79.1262,B,80.0
Swain County West Elementary,Western,35.388,-83.4878,C,57.0
Bolivia Elementary,Southeast,34.0703,-78.1448,D,53.0
PCS Early College High School,Northeast,35.55054,-77.41243,A,92.0
Barwell Road Elementary,North Central,35.732,-78.5514,D,51.0
Central Middle,Sandhills,34.3273,-78.7106,C,63.0
Manteo Middle School,Northeast,35.9203,-75.6807,C,63.0
Jamestown Elementary,Piedmont Triad,35.9937,-79.9401,C,63.0
East Mooresville Intermediate,Southwest,35.6005,-80.7735,B,71.0
Wellcome Middle,Northeast,35.6677,-77.3629,F,37.0
Middle College HS @ DTCC,North Central,35.9752,-78.881,A,96.0
Fairmont Middle,Sandhills,34.4983,-79.1178,F,28.0
Stoneville Elementary,Piedmont Triad,36.4637,-79.9061,C,56.0
Carver Heights Elementary,Southeast,35.3665,-77.9959,D,40.0
C C Wright Elementary School,Northwest,36.1379,-81.1054,D,51.0
George Hildebrand Elementary,Northwest,35.6372,-81.5135,B,70.0
Edward D Sadler Jr  Elementary School,Southwest,35.2588,-81.2597,F,35.0
T S Cooper Elementary,Northeast,36.42464,-76.60817,C,60.0
Broad Creek Middle,Southeast,34.7297,-76.9138,B,75.0
Manning Elementary School,Northeast,36.45122,-77.644,C,63.0
Parkway Elementary,Northwest,36.232,-81.5625,B,75.0
W G Pearson Elementary,North Central,35.95826,-78.90769,D,51.0
Lumberton Junior ,Sandhills,34.6049,-79.0315,D,41.0
Green Elementary,North Central,35.85423,-78.64355,D,50.0
Spring Lake Middle,Sandhills,35.1685,-78.9657,D,47.0
Meadowlark Elementary,Piedmont Triad,36.1006,-80.3621,B,81.0
Candler Elementary,Western,35.5382,-82.7001,C,64.0
Reedy Fork Elementary,Piedmont Triad,36.18618,-79.69628,D,43.0
Burns Middle,Southwest,35.4248,-81.5386,C,58.0
Liberty Drive Elementary,Piedmont Triad,35.8783,-80.0646,D,45.0
Brogden Middle,North Central,36.0247,-78.9093,D,47.0
Rockingham Co Early College High,Piedmont Triad,36.38785,-79.75694,A,89.0
Ligon Middle,North Central,35.77209,-78.62654,B,71.0
Boiling Springs Elementary,Southwest,35.2396,-81.6545,C,69.0
North Duplin Elementary,Southeast,35.1359,-78.0846,D,54.0
Middle College of Forsyth Cnty,Piedmont Triad,36.0688,-80.272,A,94.0
Guy B Teachey Elementary,Piedmont Triad,35.6734,-79.8089,C,55.0
Watauga Innovation Academy,Northwest,36.21642,-81.65112,B,73.0
Caldwell Early College,Northwest,35.85753,-81.48672,A,85.0
West Stokes High School,Piedmont Triad,36.3144,-80.3754,B,74.0
Spring Creek High,Southeast,35.227,-77.8976,C,60.0
Fairmont High,Sandhills,34.479,-79.0951,D,49.0
Fuquay-Varina Middle,North Central,35.58509,-78.7935,C,68.0
James Kenan High,Southeast,34.9845,-78.0431,D,47.0
Oakwood Elementary,Piedmont Triad,36.41641,-79.33176,D,45.0
Hope Valley Elementary,North Central,35.9676,-78.9381,D,52.0
Highland Sch of Technology,Southwest,35.2804,-81.1907,A,100.0
Orrum Middle,Sandhills,34.465,-79.01,D,41.0
Aquadale Elementary,Southwest,35.229,-80.2236,D,54.0
Jones Dairy Elementary,North Central,35.9502,-78.4717,B,82.0
Manchester Elementary,Sandhills,35.1705,-78.967,C,55.0
Asheboro High,Piedmont Triad,35.6893,-79.8184,C,56.0
Parkview Village Elementary,Piedmont Triad,35.9697,-79.9841,D,44.0
Coddle Creek Elementary,Southwest,35.51792,-80.81238,B,76.0
Conn Elementary,North Central,35.79599,-78.62282,C,67.0
Newport Middle,Southeast,34.7737,-76.8616,C,56.0
West Elementary,Southwest,35.2397,-81.3515,C,64.0
Eno Valley Elementary,North Central,36.085,-78.9126,D,50.0
Parkton Elementary,Sandhills,34.9041,-79.0065,D,41.0
Norwood Elementary,Southwest,35.2213,-80.1152,D,47.0
Gouge Elementary,Northwest,36.013,-82.15192,C,62.0
Oak Lane Elementary,North Central,36.27447,-79.09666,B,70.0
Sunset Avenue Elementary,Sandhills,34.99716,-78.33092,C,57.0
STEM Early College @ NC A&T SU,Piedmont Triad,36.0778,-79.7729,A,97.0
Shepherd Elementary,Southwest,35.6356,-80.8297,C,56.0
Chase Middle School,Western,35.2702,-81.8461,C,55.0
Brooks Elementary,North Central,35.84496,-78.65451,D,52.0
Marshville Elementary,Southwest,34.992,-80.37,C,59.0
STEM Early High,North Central,36.32765,-78.39939,C,68.0
Southwest Elementary,North Central,35.9289,-78.924,C,62.0
Kirkman Park Elementary,Piedmont Triad,35.9742,-80.0033,C,56.0
Bruce Drysdale Elementary,Western,35.32229,-82.46105,C,65.0
Burgaw Middle,Southeast,34.545,-77.9246,F,37.0
Early College EAST High,Southeast,34.87756,-76.89962,A,88.0
Woodland Heights Elementary,Southwest,35.5698,-80.9227,B,82.0
Hurley Elementary,Southwest,35.7003,-80.5589,F,32.0
Apex Elementary,North Central,35.721,-78.857,C,67.0
Summerfield Elementary,Piedmont Triad,36.1999,-79.905,B,80.0
Harmony Elementary,Southwest,35.9616,-80.774,C,62.0
W H Knuckles,Sandhills,34.6108,-79.0221,F,39.0
Apex High,North Central,35.74501,-78.83755,B,80.0
Durham School of Technology,North Central,35.9526,-78.9036,B,80.0
Southwest Middle School,Southwest,35.1072,-80.9907,F,38.0
Gray's Creek Elementary,Sandhills,34.8903,-78.868,C,69.0
Franklin County Early College,North Central,36.0847,-78.3318,A,91.0
Shiloh Valley Elementary,Southwest,35.0376,-80.6503,C,61.0
Wolf Meadow Elementary,Southwest,35.3762,-80.6267,F,33.0
Supply Elementary,Southeast,34.0247,-78.2585,D,54.0
Bell Elementary,Western,35.58971,-82.4926,C,63.0
Brookside Elementary,Southwest,35.29353,-81.15117,D,49.0
Knox Middle,Southwest,35.6864,-80.4775,F,22.0
Ray Childers Elementary,Northwest,35.7503,-81.4283,C,61.0
Bethel Elementary,Southwest,35.2416,-80.5338,C,67.0
Beaver Dam Elementary,Sandhills,34.8945,-78.5808,B,84.0
Moyock Middle,Northeast,36.5017,-76.1566,C,67.0
Catawba Elementary School,Northwest,35.7019,-81.0754,C,61.0
Union Elementary,Southeast,33.95884,-78.45941,A,87.0
Bessemer City Primary,Southwest,35.30052,-81.27577,F,36.0
R Max Abbott Middle,Sandhills,35.051,-78.9236,C,55.0
Parkwood Middle,Southwest,34.899,-80.6306,D,54.0
Gibsonville Elementary,Piedmont Triad,36.1097,-79.5428,C,55.0
West Lee Middle,North Central,35.4685,-79.2151,F,39.0
Summersill Elementary,Southeast,34.8128,-77.4669,D,53.0
C M Eppes Middle,Northeast,35.5997,-77.3607,D,42.0
Fairview Elementary,Western,35.5227,-82.411,B,78.0
Belmont Middle,Southwest,35.21968,-81.03582,C,64.0
George C Simkins Jr Elementary,Piedmont Triad,36.0451,-79.72585,F,36.0
Northeast Elementary,Southeast,35.4883,-77.9052,D,50.0
Jackson Park Elementary,Southwest,35.5043,-80.602,B,71.0
Horton Middle,North Central,35.7172,-79.1842,C,64.0
North Wake College and Career Academy,North Central,35.97657,-78.54178,A,92.0
Sandy Grove Elementary,Sandhills,34.9446,-79.0914,D,53.0
J.V. Washam Elementary,Southwest,35.4665,-80.868,B,80.0
UNC Hospital School,North Central,35.9048,-79.0504,,
Tabernacle Elementary School,Piedmont Triad,35.73244,-79.96682,C,66.0
Global E-Learning Academy,Piedmont Triad,36.24818,-80.85331,D,43.0
North Iredell High,Southwest,35.93,-80.8687,C,65.0
Carver Elementary,North Central,35.7912,-78.3872,C,58.0
Blue Ridge Early College,Western,35.1287,-83.1203,D,42.0
Benson Elementary,North Central,35.4,-78.5554,C,63.0
Olde Providence Elementary,Southwest,35.1106,-80.7988,B,82.0
Smith Middle,North Central,35.9427,-79.0775,B,74.0
Washington Street Elementary,Sandhills,34.9424,-79.7359,D,45.0
Elkin High,Piedmont Triad,36.2456,-80.8603,B,78.0
John W Jones Elementary,North Central,35.72345,-77.98117,C,64.0
North Davie Middle,Piedmont Triad,35.9662,-80.535,C,68.0
Central Middle,Piedmont Triad,36.3959,-80.7345,D,53.0
Independence High School,Southwest,35.1972,-80.6874,C,66.0
Hunters Creek Middle,Southeast,34.74218,-77.33514,D,51.0
Farmville Middle,Northeast,35.5935,-77.5726,D,48.0
North Johnston Middle,North Central,35.56328,-78.20899,C,64.0
New Market Elementary School,Piedmont Triad,35.8323,-79.8655,C,66.0
B O Barnes Elementary,North Central,35.7133,-77.8864,D,54.0
Cullowhee Valley School,Western,35.29332,-83.18108,D,52.0
Piedmont Middle School,Southwest,35.2232,-80.8239,B,76.0
Scroggs Elementary,North Central,35.8791,-79.0685,B,79.0
James Hunt High,North Central,35.7223,-77.9979,C,68.0
West Buncombe Elementary,Western,35.6176,-82.6215,B,75.0
South Stanly Middle,Southwest,35.24044,-80.16414,D,52.0
South Stokes High School,Piedmont Triad,36.3262,-80.2403,B,70.0
Eastern Wayne High,Southeast,35.3776,-77.8809,D,49.0
West Hoke Elementary,Sandhills,34.9714,-79.3297,C,55.0
Collinswood Language Academy,Southwest,35.16132,-80.87099,C,68.0
Union Cross Traditional Acad,Piedmont Triad,36.0469,-80.1172,C,55.0
D S Johnson Elementary,North Central,35.9366,-77.7761,F,27.0
Mineral Springs Elementary,Sandhills,35.0631,-79.7546,C,63.0
Eblen Intermediate,Western,35.6189,-82.61945,D,42.0
South Rowan High,Southwest,35.5731,-80.61,D,50.0
Lacy Elementary,North Central,35.81436,-78.68011,C,67.0
South Davidson Middle and High,Piedmont Triad,35.6733,-80.1036,C,58.0
Tyro Middle,Piedmont Triad,35.806,-80.3711,C,60.0
Highland Elementary,North Central,35.3064,-79.0415,D,51.0
Harper Middle College High,Southwest,35.1296,-80.8956,A,93.0
Rochelle Middle,Southeast,35.2627,-77.5613,D,42.0
Casar Elementary,Southwest,35.5076,-81.6208,B,79.0
Rockfish Elementary,Sandhills,34.9715,-78.957,C,66.0
Thomasville Middle,Piedmont Triad,35.8995,-80.0787,D,42.0
South Smithfield Elementary,North Central,35.49968,-78.35787,D,40.0
Davidson K-8 School,Southwest,35.4898,-80.8484,B,84.0
Virginia Cross Elementary,North Central,35.7129,-79.4412,D,50.0
Rand Road Elementary,North Central,35.6555,-78.6164,B,73.0
Eastway Middle,Southwest,35.2102,-80.7781,F,37.0
Wrightsville Beach Elem,Southeast,34.21453,-77.79811,A,88.0
Oak Grove Middle,Piedmont Triad,35.9411,-80.1658,C,66.0
Mendenhall Middle,Piedmont Triad,36.1094,-79.8003,C,55.0
Sandhills Farm Life Elementary,Sandhills,35.2746,-79.3906,B,82.0
Jones Intermediate,Piedmont Triad,36.52782,-80.58766,C,63.0
Northeastern High,Northeast,36.2865,-76.2549,D,52.0
Moss Hill Elementary,Southeast,35.1952,-77.7532,C,66.0
Person High,North Central,36.41102,-78.98042,C,62.0
Iotla Valley Elementary,Western,35.2276,-83.4157,C,55.0
North Moore High,Sandhills,35.4676,-79.5537,C,65.0
South Granville High,North Central,36.12289,-78.67438,C,59.0
Community House Middle,Southwest,35.0361,-80.824,B,84.0
West Millbrook Middle,North Central,35.89209,-78.63028,C,57.0
North Henderson High,Western,35.361,-82.4223,B,72.0
E B Frink Middle,Southeast,35.3151,-77.7931,D,54.0
Ardrey Kell High School,Southwest,35.02999,-80.82665,A,90.0
Southern Middle,North Central,36.3785,-78.9917,C,57.0
Jefferson Elementary,Piedmont Triad,36.1053,-79.8856,C,62.0
Vass-Lakeview Elementary,Sandhills,35.2505,-79.2925,C,68.0
Central Elementary,Northeast,36.2879,-76.2634,D,48.0
Haywood Early College,Western,35.5264,-82.9278,A,95.0
Riverwood Elementary,North Central,35.69297,-78.42093,B,76.0
Southern Nash Middle,North Central,35.8755,-78.0899,D,49.0
Sunset Park Elementary,Southeast,34.2077,-77.9415,C,55.0
Stantonsburg Elementary,North Central,35.6035,-77.8279,C,57.0
Whitewater Middle,Southwest,35.28336,-80.99215,D,48.0
Southern Pines Elementary,Sandhills,35.1788,-79.41579,C,56.0
Gardner Park Elementary,Southwest,35.2507,-81.1328,D,46.0
King Elementary School,Piedmont Triad,36.2788,-80.3539,C,59.0
Rosewood Middle,Southeast,35.414,-78.0712,C,62.0
Hertford County Middle,Northeast,36.4299,-77.0887,F,37.0
Hoke County High,Sandhills,34.9727,-79.234,B,71.0
Brightwood Elementary,Piedmont Triad,36.1479,-79.7517,D,53.0
General Greene Elementary,Piedmont Triad,36.1037,-79.8317,C,65.0
Pittman Elementary Leadership Academy,Northeast,36.26411,-77.74256,F,38.0
West Smithfield Elementary,North Central,35.5015,-78.4065,C,56.0
East Chapel Hill High,North Central,35.961,-79.0297,A,90.0
Southwestern Randolph High School,Piedmont Triad,35.6247,-79.86974,D,53.0
Flat Rock Middle,Western,35.2704,-82.4302,D,53.0
Southern Middle,Sandhills,35.1546,-79.4263,C,59.0
Green Valley Elementary,Northwest,36.27751,-81.6465,C,57.0
Onslow Early College,Southeast,34.77263,-77.3859,A,98.0
Hope Middle,Northeast,35.51311,-77.28305,B,82.0
Early College at Guilford,Piedmont Triad,36.0951,-79.8901,A,98.0
SanLee Middle School,North Central,35.4372,-79.1884,C,56.0
Swansboro Middle,Southeast,34.70429,-77.15271,C,57.0
D H Conley High,Northeast,35.5306,-77.3248,B,74.0
Morrisville Elementary,North Central,35.8114,-78.8465,A,88.0
Western Harnett Middle,North Central,35.3359,-78.9885,C,56.0
Nashville Elementary,North Central,35.9705,-77.9642,D,53.0
John T Hoggard High,Southeast,34.1996,-77.8929,B,78.0
Farmer Elementary School,Piedmont Triad,35.6415,-79.971,C,56.0
Fred L Wilson Elementary,Southwest,35.4968,-80.6463,D,50.0
Chatham Middle,North Central,35.7074,-79.4468,D,44.0
Oak Grove Elementary,North Central,35.7136,-78.7836,C,67.0
Springmore Elementary,Southwest,35.276,-81.6672,B,72.0
Rama Road Elementary,Southwest,35.1697,-80.7723,C,56.0
Walkertown Elementary,Piedmont Triad,36.172,-80.1506,D,51.0
Trinity High School,Piedmont Triad,35.8943,-79.9977,C,64.0
Courtney Elementary,Piedmont Triad,36.0669,-80.6032,C,64.0
Patriots Elementary,Southwest,35.30974,-80.58433,C,67.0
McDowell High School,Northwest,35.6964,-82.0367,C,58.0
L B Yancey Elementary,North Central,36.3056,-78.4033,D,43.0
Micro Elementary,North Central,35.5588,-78.2011,B,72.0
Myers Park High School,Southwest,35.17097,-80.83267,B,81.0
Dr Hubert Eaton Sr Elem,Southeast,34.2663,-77.8344,B,82.0
Level Cross Elementary School,Piedmont Triad,35.8586,-79.7909,C,60.0
Murphy Middle,Western,35.1005,-84.0149,C,63.0
Red Springs High,Sandhills,34.8232,-79.1857,C,61.0
Huntsville Elementary,Piedmont Triad,36.3309,-79.9495,C,57.0
Penny Road Elementary,North Central,35.7166,-78.7973,C,62.0
East Rutherford High School,Western,35.34059,-81.81825,B,72.0
Wake Forest Middle School,North Central,35.9538,-78.5285,D,51.0
Halifax County Early College High,Northeast,36.42816,-77.61753,B,74.0
Erwin Elementary,North Central,35.32544,-78.6701,D,45.0
Ben D Quinn Elementary,Southeast,35.092,-77.1288,C,64.0
Cherryville Elementary,Southwest,35.3782,-81.3717,C,61.0
Oak Ridge Elementary,Piedmont Triad,36.169,-79.9937,A,87.0
Shive Elementary,Southwest,35.5426,-80.434,D,53.0
Dillard Drive Elementary,North Central,35.7526,-78.723,D,48.0
Smithfield Middle,North Central,35.5288,-78.33513,D,47.0
Southmont Elementary School,Piedmont Triad,35.648,-79.8495,C,61.0
South Lexington School,Piedmont Triad,35.79685,-80.2613,C,57.0
Buckland Elementary,Northeast,36.46811,-76.76053,C,62.0
Sternberger Elementary,Piedmont Triad,36.0852,-79.8453,B,83.0
W R Odell Elementary,Southwest,35.43854,-80.72802,A,86.0
Aycock Elementary,North Central,36.3211,-78.3613,C,57.0
Southwest Elementary,Piedmont Triad,36.068,-80.3833,B,79.0
West Clayton Elementary,North Central,35.6435,-78.4705,C,61.0
Randolph Early College High School,Piedmont Triad,35.6728,-79.8285,A,93.0
Central Elementary,Southwest,35.9278,-80.9608,C,69.0
Forrest W. Hunt Elementary School,Western,35.3016,-81.8511,B,73.0
Beaverdam Elementary,North Central,35.82113,-78.52832,F,38.0
Perquimans Central,Northeast,36.2143,-76.4609,C,69.0
Mount Pleasant Elementary,Southwest,35.4173,-80.4317,B,72.0
North Newton Elementary,Northwest,35.68886,-81.22914,C,63.0
Cliffdale Elementary,Sandhills,35.059,-78.9947,D,51.0
Clemmons Middle School,Piedmont Triad,36.0273,-80.3363,C,66.0
Clarke Elementary,North Central,36.30194,-78.36694,F,25.0
Pitts School Road Elementary,Southwest,35.3434,-80.6465,C,67.0
E Melvin Honeycutt Elementary,Sandhills,35.001,-78.9929,C,65.0
Pleasant Gardens Elementary School,Northwest,35.69204,-82.07093,D,52.0
East Union Middle,Southwest,34.9842,-80.3841,D,42.0
Cool Spring Elementary,Southwest,35.8463,-80.7327,B,76.0
Saint Pauls High,Sandhills,34.81469,-78.9768,C,62.0
Morgan Elementary,Southwest,35.5801,-80.3363,C,56.0
Forest Hills High,Southwest,34.9793,-80.4133,C,60.0
Mills River Elementary,Western,35.377,-82.5668,B,74.0
Surf City Elementary,Southeast,34.46251,-77.57483,B,73.0
Rowland Norment Elementary,Sandhills,34.6229,-78.9961,C,56.0
C B Eller Elementary School,Northwest,36.2766,-80.8886,C,62.0
Rutherfordton Elementary School,Western,35.33457,-81.97311,C,67.0
Carnage Middle,North Central,35.7619,-78.6279,B,76.0
Mountain Heritage High,Northwest,35.908,-82.3336,B,74.0
Prospect Elementary,Sandhills,34.7325,-79.23231,C,56.0
Green Hope Elementary,North Central,35.80308,-78.86009,A,89.0
Upward Elementary,Western,35.295,-82.3941,D,47.0
Highlands School,Western,35.047,-83.1967,B,74.0
Star Elementary,Sandhills,35.3961,-79.7835,C,62.0
Diggs-Latham Elementary,Piedmont Triad,36.0785,-80.2563,D,44.0
Central Elementary,North Central,36.08,-79.1146,D,47.0
Sawmills Elementary,Northwest,35.8185,-81.4791,D,44.0
Murphy High,Western,35.1005,-84.0164,B,77.0
Little River K-8 School,North Central,36.0988,-78.8631,C,62.0
Lynn Road Elementary,North Central,35.8708,-78.6684,C,62.0
Shawboro Elementary School,Northeast,36.4451,-76.0151,C,66.0
Flat Rock Middle,Piedmont Triad,36.01008,-80.30312,F,30.0
Long Branch Elementary,Sandhills,34.5382,-78.9581,D,49.0
East Albemarle Elementary,Southwest,35.35084,-80.1681,F,36.0
Green Hope High,North Central,35.805,-78.867,A,91.0
Benjamin J Martin Elementary,Sandhills,35.0931,-79.0099,D,50.0
Torrence Creek Elementary,Southwest,35.4122,-80.8727,C,65.0
Balfour Elementary,Piedmont Triad,35.7456,-79.8217,D,43.0
White Plains Elementary,Piedmont Triad,36.4485,-80.6664,C,69.0
Beaufort Middle,Southeast,34.73011,-76.64437,C,61.0
Frank Morgan Elementary,Piedmont Triad,36.0319,-80.394,C,69.0
Reid Ross Classical Middle,Sandhills,35.102,-78.8766,C,64.0
East Duplin High,Southeast,34.9407,-77.7843,C,63.0
Holt Elementary,North Central,36.0563,-78.90618,C,55.0
R N Harris Elementary,North Central,35.9712,-78.8838,B,74.0
Douglass Elementary,Piedmont Triad,36.49324,-79.77863,C,55.0
Richfield Elementary,Southwest,35.4681,-80.2563,C,61.0
Forestville Road Elementary,North Central,35.8103,-78.482,C,57.0
North Drive Elementary,Southeast,35.3884,-77.9616,D,40.0
DPS Hospital School,North Central,36.0073,-78.9371,,
Hilburn Drive Academy,North Central,35.875,-78.7139,C,69.0
Hillside High,North Central,35.9533,-78.9036,C,62.0
Harris Creek Elementary,North Central,35.8732,-78.5121,C,60.0
William Lenoir Middle,Northwest,35.92421,-81.49606,D,49.0
Eastway Elementary,North Central,35.9911,-78.885,D,48.0
Knightdale Elementary,North Central,35.78461,-78.479,F,38.0
Ridge Road Middle,Southwest,35.3762,-80.7627,D,45.0
Grandy Primary,Northeast,36.3333,-76.1825,B,77.0
W M Jenkins Elementary ,Northwest,35.7804,-81.3211,B,71.0
Hiwassee Dam Elementary/Middle,Western,35.10344,-84.22304,C,67.0
Eastern Wayne Middle,Southeast,35.3836,-77.9091,F,36.0
White Oak Elementary,Southeast,34.6939,-77.0594,B,77.0
Jefferson Elementary,Southwest,35.3021,-81.5124,C,57.0
Williams Secondary Montessori,Southwest,35.26667,-80.84137,B,76.0
Washington Early College High,Northeast,35.86906,-76.3961,A,89.0
McAdenville Elementary,Southwest,35.2534,-81.0773,C,57.0
East Garner Elementary,North Central,35.7077,-78.5867,D,50.0
Southern Wayne High,Southeast,35.2538,-78.045,D,47.0
Franklinton High,North Central,36.07064,-78.43636,C,69.0
Sun Valley High,Southwest,35.0461,-80.6447,B,70.0
G W Carver Elementary,North Central,35.78745,-77.63138,C,56.0
Lincoln Heights Elementary,North Central,35.5901,-78.8093,C,68.0
Cumberland Academy 6-12 Virtual School,Sandhills,35.06506,-78.875,C,60.0
William Ellis Middle,Piedmont Triad,35.9294,-80.4072,B,78.0
Pamlico County High,Southeast,35.1426,-76.7792,C,69.0
Central Davidson Middle,Piedmont Triad,35.7414,-80.2242,D,50.0
Northeast Guilford Middle,Piedmont Triad,36.1612,-79.6747,F,39.0
South Elementary,Southwest,35.5625,-80.8031,B,73.0
Kernersville Elementary,Piedmont Triad,36.1273,-80.0805,D,50.0
Carver Middle,Sandhills,34.8208,-79.5203,F,29.0
Central Academy of Technology and Arts,Southwest,34.9723,-80.5677,A,94.0
Easley Elementary,North Central,36.0757,-78.9268,B,80.0
Sherwood Elementary,Southwest,35.2494,-81.1547,D,41.0
Laurel Park Elementary,North Central,35.7587,-78.8269,B,73.0
Mulberry Elementary School,Northwest,36.2372,-81.1798,B,75.0
Southeast Elementary,Southeast,35.2578,-77.5709,F,31.0
Lincolnton High,Southwest,35.47947,-81.26009,C,60.0
Barnette Elementary,Southwest,35.3998,-80.9249,B,70.0
Francis Bradley Middle,Southwest,35.3967,-80.9246,C,64.0
Greenlee Primary,Northwest,35.8843,-82.0532,C,60.0
E J Hayes Elementary,Northeast,35.8468,-77.0622,D,43.0
Sardis Elementary,Southwest,35.0708,-80.6208,C,65.0
Ocracoke School,Northeast,35.1122,-75.9784,B,77.0
Creech Road Elementary,North Central,35.7149,-78.601,C,56.0
John R Griffin Middle,Sandhills,35.00003,-78.98891,C,67.0
Eastfield Global Magnet School,Northwest,35.6862,-81.9863,C,60.0
Laurel Hill Elementary,Sandhills,34.8224,-79.5202,D,47.0
New Hope Elementary,North Central,36.4646,-78.4423,D,53.0
New Bern High,Southeast,35.1005,-77.1155,C,59.0
Lincolnton Middle,Southwest,35.52079,-81.26502,C,57.0
Polo Ridge Elementary,Southwest,35.0469,-80.7951,A,90.0
Town Creek Elementary,Southeast,34.13941,-78.08748,B,76.0
Knollwood Elementary,Southwest,35.6156,-80.5743,F,32.0
Archer Lodge Middle,North Central,35.7032,-78.3661,C,68.0
Coleridge Elementary School,Piedmont Triad,35.6454,-79.6172,C,55.0
Forbush High,Piedmont Triad,36.14318,-80.55692,C,64.0
Oak Hill Elementary,Northwest,35.7764,-81.7566,D,50.0
Edward Best Elementary,North Central,36.0942,-78.1673,C,69.0
South Brunswick High,Southeast,34.0116,-78.0424,C,61.0
North Windy Ridge Intermediate,Western,35.7259,-82.5515,C,67.0
Alston Ridge Elementary,North Central,35.8596,-78.8991,B,83.0
Lake Wylie Elementary,Southwest,35.1152,-80.9717,C,62.0
Havelock Middle,Southeast,34.8774,-76.8983,D,44.0
North Iredell Middle,Southwest,35.9686,-80.8762,D,51.0
Gaston STEM Leadership Academy,Northeast,36.50802,-77.65127,D,53.0
Mountain View Elementary,Northwest,35.6626,-81.3853,B,74.0
Brown Summit Middle,Piedmont Triad,36.2107,-79.7022,A,97.0
Richlands Elementary,Southeast,34.8953,-77.5168,C,58.0
Middle College,Western,35.5705,-82.556,A,94.0
Mt Ulla Elementary,Southwest,35.6653,-80.7165,C,67.0
R-S Middle School,Western,35.39923,-81.97473,C,58.0
Maiden High,Northwest,35.57969,-81.22415,C,69.0
Northwood High,North Central,35.757,-79.1735,B,80.0
Underwood Elementary,North Central,35.8023,-78.6451,B,71.0
Burke Virtual Academy,Northwest,35.72345,-81.68837,C,56.0
Loyd E Auman Elementary,Sandhills,35.038,-79.0109,D,46.0
