school,region,locale,spg_score,pct_eds
Murphy Middle,Western,Rural,63.0,63.5
Red Springs High,Sandhills,Rural,61.0,64.9
Huntsville Elementary,Piedmont Triad,Town,57.0,72.4
Penny Road Elementary,North Central,City,62.0,34.7
East Rutherford High School,Western,Rural,72.0,47.8
Wake Forest Middle School,North Central,City,51.0,51.3
Halifax County Early College High,Northeast,Rural,74.0,52.4
Erwin Elementary,North Central,Rural,45.0,65.0
Ben D Quinn Elementary,Southeast,Town,64.0,57.2
Cherryville Elementary,Southwest,Suburb,61.0,67.6
Oak Ridge Elementary,Piedmont Triad,City,87.0,12.5
Shive Elementary,Southwest,Rural,53.0,62.2
Dillard Drive Elementary,North Central,City,48.0,61.1
Smithfield Middle,North Central,Rural,47.0,60.5
Southmont Elementary School,Piedmont Triad,Rural,61.0,71.0
South Lexington School,Piedmont Triad,Town,57.0,82.3
Buckland Elementary,Northeast,Rural,62.0,56.8
Sternberger Elementary,Piedmont Triad,City,83.0,12.4
W R Odell Elementary,Southwest,Rural,86.0,13.9
Aycock Elementary,North Central,Rural,57.0,72.2
Southwest Elementary,Piedmont Triad,City,79.0,38.6
West Clayton Elementary,North Central,Rural,61.0,64.5
Randolph Early College High School,Piedmont Triad,Rural,93.0,46.1
Central Elementary,Southwest,Rural,69.0,47.4
Forrest W. Hunt Elementary School,Western,Rural,73.0,63.5
Beaverdam Elementary,North Central,City,38.0,75.6
Perquimans Central,Northeast,Rural,69.0,65.8
Mount Pleasant Elementary,Southwest,Rural,72.0,44.1
North Newton Elementary,Northwest,Suburb,63.0,76.4
Cliffdale Elementary,Sandhills,City,51.0,68.9
Clemmons Middle School,Piedmont Triad,City,66.0,57.2
Clarke Elementary,North Central,Rural,25.0,82.1
Pitts School Road Elementary,Southwest,Rural,67.0,49.4
E Melvin Honeycutt Elementary,Sandhills,City,65.0,49.6
Pleasant Gardens Elementary School,Northwest,Rural,52.0,63.2
East Union Middle,Southwest,Rural,42.0,82.0
Cool Spring Elementary,Southwest,Rural,76.0,58.4
Saint Pauls High,Sandhills,Rural,62.0,63.7
Morgan Elementary,Southwest,Rural,56.0,60.9
Forest Hills High,Southwest,Rural,60.0,70.8
Mills River Elementary,Western,Suburb,74.0,37.8
Surf City Elementary,Southeast,Rural,73.0,30.2
Rowland Norment Elementary,Sandhills,Rural,56.0,75.9
C B Eller Elementary School,Northwest,Rural,62.0,47.8
Rutherfordton Elementary School,Western,Rural,67.0,58.0
Carnage Middle,North Central,City,76.0,31.6
Mountain Heritage High,Northwest,Rural,74.0,48.0
Prospect Elementary,Sandhills,Rural,56.0,65.3
Green Hope Elementary,North Central,City,89.0,12.2
Upward Elementary,Western,Suburb,47.0,81.9
Highlands School,Western,Rural,74.0,35.4
Star Elementary,Sandhills,Rural,62.0,78.7
Diggs-Latham Elementary,Piedmont Triad,City,44.0,83.3
Central Elementary,North Central,Rural,47.0,76.3
Sawmills Elementary,Northwest,Suburb,44.0,69.5
Murphy High,Western,Rural,77.0,55.7
Little River K-8 School,North Central,City,62.0,48.2
Lynn Road Elementary,North Central,City,62.0,54.9
Shawboro Elementary School,Northeast,Rural,66.0,34.1
Flat Rock Middle,Piedmont Triad,City,30.0,69.0
Long Branch Elementary,Sandhills,Rural,49.0,77.2
East Albemarle Elementary,Southwest,Rural,36.0,73.8
Green Hope High,North Central,City,91.0,9.0
Benjamin J Martin Elementary,Sandhills,City,50.0,71.2
Torrence Creek Elementary,Southwest,City,65.0,40.5
Balfour Elementary,Piedmont Triad,Town,43.0,80.4
White Plains Elementary,Piedmont Triad,Rural,69.0,60.3
Beaufort Middle,Southeast,Rural,61.0,42.4
Frank Morgan Elementary,Piedmont Triad,City,69.0,52.4
Reid Ross Classical Middle,Sandhills,City,64.0,74.4
East Duplin High,Southeast,Rural,63.0,41.7
Holt Elementary,North Central,City,55.0,80.7
R N Harris Elementary,North Central,City,74.0,59.2
Douglass Elementary,Piedmont Triad,Town,55.0,78.6
Richfield Elementary,Southwest,Rural,61.0,45.5
Forestville Road Elementary,North Central,City,57.0,76.5
North Drive Elementary,Southeast,Rural,40.0,87.3
Hilburn Drive Academy,North Central,City,69.0,30.9
Hillside High,North Central,City,62.0,56.1
Harris Creek Elementary,North Central,City,60.0,46.8
William Lenoir Middle,Northwest,Suburb,49.0,63.3
Eastway Elementary,North Central,City,48.0,71.8
Knightdale Elementary,North Central,City,38.0,74.1
Ridge Road Middle,Southwest,City,45.0,69.2
Grandy Primary,Northeast,Rural,77.0,31.8
W M Jenkins Elementary ,Northwest,City,71.0,55.5
Hiwassee Dam Elementary/Middle,Western,Rural,67.0,52.0
Eastern Wayne Middle,Southeast,Rural,36.0,63.4
White Oak Elementary,Southeast,Rural,77.0,20.8
Jefferson Elementary,Southwest,Rural,57.0,60.9
Williams Secondary Montessori,Southwest,City,76.0,18.5
Washington Early College High,Northeast,Rural,89.0,51.3
McAdenville Elementary,Southwest,Suburb,57.0,50.6
East Garner Elementary,North Central,City,50.0,83.5
Southern Wayne High,Southeast,Rural,47.0,56.5
Franklinton High,North Central,Rural,69.0,49.6
Sun Valley High,Southwest,Rural,70.0,41.2
G W Carver Elementary,North Central,Rural,56.0,67.9
Lincoln Heights Elementary,North Central,City,68.0,35.7
Cumberland Academy 6-12 Virtual School,Sandhills,City,60.0,66.5
William Ellis Middle,Piedmont Triad,Rural,78.0,31.0
Pamlico County High,Southeast,Rural,69.0,53.5
Central Davidson Middle,Piedmont Triad,Rural,50.0,60.6
Northeast Guilford Middle,Piedmont Triad,City,39.0,58.1
South Elementary,Southwest,Town,73.0,59.0
Kernersville Elementary,Piedmont Triad,City,50.0,68.1
Carver Middle,Sandhills,Town,29.0,74.5
Central Academy of Technology and Arts,Southwest,Rural,94.0,16.4
Easley Elementary,North Central,City,80.0,37.0
Sherwood Elementary,Southwest,Suburb,41.0,84.7
Laurel Park Elementary,North Central,City,73.0,16.6
Mulberry Elementary School,Northwest,Rural,75.0,59.0
Southeast Elementary,Southeast,Rural,31.0,93.6
Lincolnton High,Southwest,Rural,60.0,66.4
Barnette Elementary,Southwest,City,70.0,30.6
Francis Bradley Middle,Southwest,City,64.0,45.6
Greenlee Primary,Northwest,Rural,60.0,59.5
E J Hayes Elementary,Northeast,Rural,43.0,65.6
Sardis Elementary,Southwest,Rural,65.0,69.9
Ocracoke School,Northeast,Rural,77.0,45.0
Creech Road Elementary,North Central,City,56.0,83.6
John R Griffin Middle,Sandhills,City,67.0,39.9
Eastfield Global Magnet School,Northwest,Rural,60.0,85.2
Laurel Hill Elementary,Sandhills,Town,47.0,77.8
New Hope Elementary,North Central,Rural,53.0,76.8
New Bern High,Southeast,Town,59.0,53.1
Lincolnton Middle,Southwest,Rural,57.0,73.1
Polo Ridge Elementary,Southwest,City,90.0,14.5
Town Creek Elementary,Southeast,Rural,76.0,43.2
Knollwood Elementary,Southwest,Rural,32.0,81.1
Archer Lodge Middle,North Central,Rural,68.0,41.0
Coleridge Elementary School,Piedmont Triad,Rural,55.0,77.2
Forbush High,Piedmont Triad,Rural,64.0,45.8
Oak Hill Elementary,Northwest,Rural,50.0,71.2
Edward Best Elementary,North Central,Rural,69.0,71.7
South Brunswick High,Southeast,Rural,61.0,40.1
North Windy Ridge Intermediate,Western,Suburb,67.0,45.9
Alston Ridge Elementary,North Central,City,83.0,12.6
Lake Wylie Elementary,Southwest,City,62.0,71.6
Havelock Middle,Southeast,Town,44.0,55.2
North Iredell Middle,Southwest,Rural,51.0,56.5
Gaston STEM Leadership Academy,Northeast,Rural,53.0,82.1
Mountain View Elementary,Northwest,Rural,74.0,49.4
Brown Summit Middle,Piedmont Triad,City,97.0,16.9
Richlands Elementary,Southeast,City,58.0,50.5
Middle College,Western,Suburb,94.0,31.6
Mt Ulla Elementary,Southwest,Rural,67.0,47.4
R-S Middle School,Western,Rural,58.0,53.8
Maiden High,Northwest,Rural,69.0,47.3
Northwood High,North Central,Rural,80.0,30.3
Underwood Elementary,North Central,City,71.0,30.4
Burke Virtual Academy,Northwest,Rural,56.0,60.6
Loyd E Auman Elementary,Sandhills,City,46.0,62.0
Overhills Elementary,North Central,Rural,47.0,53.1
Idlewild Elementary,Southwest,City,57.0,57.1
Performance Learning Center,Southwest,City,71.0,79.0
River Dell Elementary,North Central,Rural,74.0,34.5
Cox Mill High School,Southwest,Rural,86.0,14.6
G R Whitfield,Northeast,Rural,60.0,60.1
Columbia High,Northeast,Rural,56.0,52.9
Sterling Elementary,Southwest,City,41.0,51.4
Bunker Hill High,Northwest,Rural,67.0,57.6
Brooks Global Elementary,Piedmont Triad,City,69.0,49.2
Triton High,North Central,Rural,63.0,64.5
Benson Middle,North Central,Rural,51.0,68.4
Trillium Springs Montessori,Southwest,City,75.0,28.7
Bruns Avenue Elementary,Southwest,City,31.0,75.5
West Rockingham Elementary,Sandhills,Town,47.0,76.1
Florence Elementary,Piedmont Triad,City,68.0,55.4
Blue Creek Elementary,Southeast,City,47.0,69.8
Silverdale Elementary,Southeast,City,56.0,50.6
Bethel Elementary,Northeast,Rural,46.0,65.6
South Asheboro Middle,Piedmont Triad,Town,55.0,76.6
Green Ridge Elementary,Sandhills,Rural,41.0,89.5
Cameron Elementary,Sandhills,Rural,57.0,64.9
Middle College High at Bennett,Piedmont Triad,City,88.0,
Jones Senior High School,Southeast,Rural,63.0,59.5
W H Robinson Elementary,Northeast,Rural,67.0,59.6
W A Bess Elementary School,Southwest,Suburb,68.0,46.6
Cyrus P Frazier Elementary,Piedmont Triad,City,43.0,72.6
Hertford County High,Northeast,Rural,47.0,75.3
North Brook Elementary,Southwest,Rural,65.0,66.4
Caldwell Applied Sciences Academy,Northwest,Suburb,85.0,38.5
Bethany Elementary,Piedmont Triad,Town,64.0,42.2
London Elementary School,Piedmont Triad,Rural,50.0,74.0
Grantham Elementary,Southeast,Rural,72.0,60.4
Cornelius Elementary,Southwest,City,74.0,29.5
Wildwood Forest Elementary,North Central,City,48.0,81.6
Coats Elementary,North Central,Rural,42.0,71.0
Four Oaks Elementary,North Central,Rural,63.0,67.7
M C S Noble Middle,Southeast,City,74.0,33.5
Liberty Elementary School,Piedmont Triad,Rural,54.0,77.0
Westmoore Elementary,Sandhills,Rural,61.0,58.9
Northside Elementary,Northeast,Rural,54.0,53.0
Woodland Elementary,North Central,Town,73.0,47.2
East Hoke Middle,Sandhills,Town,44.0,52.1
Lenoir County Early College High,Southeast,Rural,87.0,44.1
Northwest Guilford High,Piedmont Triad,City,85.0,17.7
West Lincoln High,Southwest,Rural,66.0,51.4
Whiteville High,Sandhills,Town,59.0,49.8
Welcome Elementary,Piedmont Triad,Rural,53.0,58.2
Hendersonville Middle,Western,Suburb,60.0,52.6
Davidson County Schools Virtual Academy,Piedmont Triad,Rural,56.0,10.1
Jamestown Middle,Piedmont Triad,City,48.0,69.5
Bethel Elementary,Western,Suburb,76.0,50.3
Claxton Elementary,Western,City,63.0,38.5
Edgewood Elementary,Sandhills,Town,55.0,69.0
Shady Brook Elementary,Southwest,Suburb,38.0,65.9
J S Waters School,North Central,Rural,66.0,60.4
Mills Park Middle,North Central,City,93.0,6.3
Rockfish Hoke Elementary,Sandhills,Town,66.0,26.9
Iron Station Elementary,Southwest,Rural,67.0,64.2
Person Early College Innovation & Ldrshp,North Central,Town,73.0,44.6
Don D Steed Elementary,Sandhills,Town,59.0,45.6
David Cox Road Elementary,Southwest,City,45.0,67.9
Overhills High,North Central,Rural,64.0,47.1
North Mecklenburg High School,Southwest,City,63.0,61.0
Castle Hayne Elementary,Southeast,City,75.0,56.9
Ledford Middle,Piedmont Triad,Rural,67.0,52.4
West Davidson High,Piedmont Triad,Rural,62.0,51.0
High Point Central High,Piedmont Triad,City,47.0,62.8
Glenn C Marlow Elementary,Western,Suburb,81.0,29.8
Union Elementary,Southwest,Rural,79.0,56.9
Perquimans County High,Northeast,Rural,61.0,58.3
Ranger Elementary/Middle,Western,Rural,59.0,59.6
Stocks Elementary,North Central,Rural,50.0,79.3
Millbrook Elementary,North Central,City,45.0,80.0
Pinecrest High,Sandhills,Rural,70.0,33.6
Boone Trail Elementary,North Central,Rural,49.0,71.8
Southern Nash High,North Central,Rural,69.0,56.7
Ayden Elementary,Northeast,Rural,63.0,64.7
Pleasant Grove Elementary,North Central,City,63.0,45.6
Butner-Stem Elementary,North Central,Rural,53.0,82.3
La Grange Elementary,Southeast,Rural,54.0,68.7
North Academy of World Languages,Southwest,City,67.0,46.0
Lucas Middle,North Central,City,45.0,74.9
Littlefield Middle,Sandhills,Rural,49.0,66.4
Rockingham County Middle,Piedmont Triad,Town,67.0,51.5
Stanfield Elementary,Southwest,Rural,54.0,42.7
Green Level High,North Central,City,92.0,6.1
Walkertown High,Piedmont Triad,City,60.0,53.2
Uwharrie Ridge Six-Twelve,Piedmont Triad,Rural,39.0,62.4
Greenwood Elementary,North Central,Town,67.0,75.7
Morton Elementary,Southeast,City,71.0,54.2
Grifton,Northeast,Rural,45.0,70.2
Brevard Elementary,Western,Town,64.0,60.6
Greene County Middle,Southeast,Rural,40.0,66.0
A G Cox Middle,Northeast,Rural,62.0,52.7
Carrboro High,North Central,Suburb,82.0,28.5
Stedman Elementary,Sandhills,City,77.0,47.7
North Asheboro Middle,Piedmont Triad,Town,44.0,85.1
Rockford Elementary,Piedmont Triad,Rural,55.0,74.2
Deep River Elementary,North Central,Town,65.0,76.5
Conway Middle,Northeast,Rural,46.0,75.2
H B Sugg Elementary,Northeast,Rural,51.0,65.8
T C Henderson,Western,Town,63.0,69.7
Scotts Ridge Elementary,North Central,City,84.0,8.2
South Robeson Middle School,Sandhills,Rural,35.0,75.6
East Rutherford Middle School,Western,Rural,54.0,60.6
Aversboro Elementary,North Central,City,45.0,73.6
South Fork Elementary,Piedmont Triad,City,41.0,72.7
Harnett Central High,North Central,Rural,54.0,56.1
J W Parker Middle,North Central,Rural,41.0,93.1
Seawell Elementary,North Central,Suburb,85.0,30.7
Oxford Elementary,Northwest,Rural,56.0,70.6
Hildebran Elementary,Northwest,Rural,69.0,68.3
Hickory Ridge High,Southwest,Rural,81.0,19.6
East Lee Middle,North Central,Town,49.0,73.7
Bell Fork Elementary,Southeast,City,55.0,71.5
Junius H Rose High,Northeast,Rural,71.0,51.0
Rosman Middle,Western,Town,59.0,67.1
Salem Middle,North Central,City,79.0,19.7
Hickory Ridge Elementary,Southwest,Rural,78.0,15.4
Nebo Elementary School,Northwest,Rural,50.0,72.4
Belville Elementary,Southeast,Rural,61.0,42.6
Barnardsville Elementary,Western,Suburb,66.0,56.9
Chatham School of Science & Engineering,North Central,Rural,98.0,29.8
Dole Elementary,Southwest,Rural,27.0,76.2
Comfort Elementary,Southeast,Rural,69.0,63.4
BT Bullock Elementary ,North Central,Town,52.0,65.4
Clyde Erwin Elementary,Southeast,City,43.0,69.2
Rogers Lane Elementary,North Central,City,42.0,85.8
Hillcrest Elementary,Northwest,Rural,47.0,93.3
Griffith Elementary,Piedmont Triad,City,50.0,71.5
Louisburg Elementary,North Central,Rural,48.0,84.7
Reeds Elementary,Piedmont Triad,Rural,49.0,66.9
Harris Road Middle,Southwest,Rural,87.0,15.6
Margaret Willis Elementary,Sandhills,City,46.0,78.6
Cabarrus County Schools Virtual Academy,Southwest,Rural,60.0,32.0
Virtual Academy,Piedmont Triad,City,42.0,72.3
Moyock Elementary,Northeast,Rural,65.0,16.3
Roberta Road Middle,Southwest,Rural,50.0,56.4
Robbinsville Middle,Western,Rural,47.0,75.3
Third Creek Elementary,Southwest,Rural,44.0,87.5
UNCG Early/Middle College,Piedmont Triad,City,81.0,55.0
Forest City-Dunbar Elementary School,Western,Rural,74.0,73.8
J T Barber Elementary,Southeast,Town,36.0,77.7
Forestview High,Southwest,Suburb,66.0,47.6
N B Mills Elementary,Southwest,Rural,28.0,67.5
Cliffside Elementary School,Western,Rural,71.0,68.5
Northside Elementary,North Central,Rural,35.0,74.8
Hibriten High,Northwest,Suburb,59.0,61.5
Heritage Middle,North Central,City,84.0,14.4
South Brunswick Middle,Southeast,Rural,55.0,38.6
Tanglewood Elementary,Sandhills,Rural,57.0,58.9
Mt. Vernon-Ruth Elementary School,Western,Rural,62.0,66.9
Herbert Akins Rd Elementary,North Central,City,69.0,29.1
Terry Sanford High,Sandhills,City,63.0,57.3
Philo-Hill Magnet Academy,Piedmont Triad,City,25.0,76.5
Mountain Park Elementary,Piedmont Triad,Rural,67.0,67.2
West Lincoln Middle,Southwest,Rural,63.0,62.6
First Ward Creative Arts Academy,Southwest,City,59.0,70.2
Willow Spring High,North Central,City,71.0,30.9
Chestnut Grove Middle School,Piedmont Triad,Rural,62.0,52.0
Hortons Creek Elementary,North Central,City,78.0,11.5
Providence High School,Southwest,City,92.0,13.1
Stallings Elementary,Southwest,Rural,79.0,29.4
Sunnyside Elementary,Sandhills,City,53.0,69.4
Konnoak Elementary,Piedmont Triad,City,44.0,73.3
Piney Grove Elementary,Piedmont Triad,City,76.0,39.9
Piney Grove Elementary,Southwest,City,51.0,62.7
Hawks Nest STEAM Academy,Southwest,Suburb,78.0,36.0
Pine Hall Elementary School,Piedmont Triad,Rural,32.0,64.8
Swain County East Elementary,Western,Rural,55.0,71.8
South Caldwell High,Northwest,Suburb,63.0,49.6
Lakewood Montessori Middle,North Central,City,84.0,30.6
West Edgecombe Middle,North Central,Rural,48.0,74.5
Stanly Early College High,Southwest,Rural,91.0,31.5
Garner High,North Central,City,61.0,49.4
C E Jordan High,North Central,City,65.0,40.9
Knightdale High,North Central,City,51.0,63.7
Lyons Farm Elementary,North Central,City,74.0,29.7
Stokes Early College High School,Piedmont Triad,Rural,93.0,37.4
Boomer-Ferguson Elementary School,Northwest,Rural,42.0,74.4
Marine Sci. and Tech. Early College HS,Southeast,Rural,88.0,27.3
Villa Heights Elementary,Southwest,City,52.0,57.9
G W Bulluck Elementary,North Central,Rural,35.0,79.4
John Chavis Middle School,Southwest,Suburb,60.0,70.3
Hickory Career  Arts Magnet High School,Northwest,City,78.0,58.1
Fayetteville Street Elementary,North Central,City,53.0,63.2
Grand Oak Elementary,Southwest,City,86.0,19.3
Glen Arden Elementary,Western,Suburb,71.0,35.0
West Craven Middle,Southeast,Town,51.0,58.5
Southwest Elementary Global Academy,Piedmont Triad,Town,57.0,77.1
Grover Elementary,Southwest,Rural,69.0,79.7
Pinebrook Elementary,Piedmont Triad,Rural,54.0,47.2
South Academy of International Languages,Southwest,City,71.0,35.7
Camden County High,Northeast,Rural,70.0,25.1
Spring Valley Elementary,North Central,City,57.0,57.0
East Cary Middle,North Central,City,69.0,36.0
Millers Creek Elementary School,Northwest,Rural,72.0,51.4
J. F. Webb High,North Central,Rural,52.0,77.4
Carmel Middle,Southwest,City,61.0,40.9
Wilson STEM Academy,Southwest,City,41.0,71.5
Pathways Elementary,North Central,Rural,56.0,52.0
Copeland Elementary,Piedmont Triad,Rural,60.0,76.1
Weddington Hills Elementary,Southwest,Rural,59.0,57.9
Douglas Byrd High,Sandhills,City,54.0,68.8
Youngsville Elementary,North Central,Rural,74.0,51.7
Lewis Chapel Middle,Sandhills,City,50.0,72.8
Bunn Middle,North Central,Rural,42.0,71.9
Union Intermediate,Sandhills,Rural,56.0,66.7
Rock Rest Elementary,Southwest,Rural,60.0,90.3
Dalton McMichael High,Piedmont Triad,Town,64.0,59.0
Poplar Springs Elementary School,Piedmont Triad,Rural,59.0,58.4
South Stanly High,Southwest,Rural,61.0,50.7
Spring Creek Elementary,Southeast,Rural,60.0,58.2
West Wilkes High School,Northwest,Rural,69.0,46.3
Cedar Grove Middle,Southeast,Rural,58.0,62.2
Peeler Open Elementary,Piedmont Triad,City,38.0,
Weldon Elementary Global Academy,Northeast,Rural,36.0,78.7
Crossroads FLEX ,North Central,City,91.0,5.0
Mariam Boyd Elementary,North Central,Rural,28.0,73.8
Owen High,Western,Suburb,75.0,50.1
Carr Elementary,Southwest,Suburb,60.0,64.1
Pilot Elementary,Piedmont Triad,City,58.0,70.3
Seventy-First Classical Middle,Sandhills,City,69.0,55.8
Tyro Elementary,Piedmont Triad,Rural,61.0,62.8
Cumberland International Early College,Sandhills,City,89.0,54.9
McDowell Early College,Northwest,Rural,95.0,42.5
Union Elementary,Southwest,Rural,61.0,72.9
Academy at Smith,Piedmont Triad,City,77.0,78.7
Cary High,North Central,City,71.0,39.2
Burke Middle College,Northwest,Rural,94.0,34.7
Easton Elementary School,Piedmont Triad,City,39.0,75.6
A&T Four Middle College,Piedmont Triad,City,70.0,61.8
Coltrane-Webb Elementary,Southwest,Rural,70.0,52.4
Hargrove Elementary,Sandhills,Rural,61.0,69.9
Kensington Elementary,Southwest,Rural,84.0,9.6
Monroe High,Southwest,Rural,50.0,79.2
Zeb Vance Elementary,North Central,Rural,41.0,75.1
Forest Hill Elementary,Northwest,Rural,51.0,80.4
Newton-Conover High,Northwest,Suburb,63.0,58.7
Armstrong Elementary,Sandhills,City,70.0,47.3
Landis Elementary,Southwest,Rural,55.0,60.3
Winston-Salem Preparatory Acad,Piedmont Triad,City,26.0,78.3
Aurelian Springs Institute of Global Lea,Northeast,Rural,41.0,78.6
Levine Middle College High Sch,Southwest,City,97.0,15.8
Wells Elementary,North Central,Rural,63.0,74.4
Forbush Elementary,Piedmont Triad,Rural,73.0,27.1
McClintock Middle,Southwest,City,50.0,52.1
West Brunswick High,Southeast,Rural,62.0,53.9
Erwin Middle,Western,Suburb,51.0,76.6
Southern Guilford High,Piedmont Triad,City,55.0,77.4
Camden Middle,Northeast,Rural,64.0,26.8
Andrews High,Western,Rural,68.0,62.5
Oak Grove Elementary,North Central,City,55.0,79.3
Farmington Woods Elementary,North Central,City,76.0,35.7
Angier Elementary,North Central,Rural,40.0,77.4
Meadow School,North Central,Rural,68.0,60.5
Mallard Creek High School,Southwest,City,67.0,55.0
Fairview Heights Elementary,Sandhills,Town,59.0,72.5
Starmount High,Piedmont Triad,Rural,69.0,56.5
Claxton Elementary,Piedmont Triad,City,66.0,53.6
Cleveland High,North Central,Rural,73.0,35.5
Princeton High,North Central,Rural,67.0,49.8
Merry Oaks International Academy,Southwest,City,41.0,52.8
Dr John Codington Elem,Southeast,City,76.0,26.5
Archdale Elementary School,Piedmont Triad,Rural,67.0,77.5
Kings Creek Elementary,Northwest,Suburb,51.0,69.2
Viewmont Elementary ,Northwest,City,37.0,77.3
Club Boulevard Elementary,North Central,City,69.0,43.1
Coker-Wimberly Elementary,North Central,Rural,46.0,73.3
Margaret B. Pollard Middle,North Central,Rural,70.0,20.5
Doris Henderson Newcomers Sch,Piedmont Triad,City,0.0,32.0
Allen Jay Middle - A Preparatory Academy,Piedmont Triad,City,60.0,46.1
Vandora Springs Elementary,North Central,City,47.0,70.3
Manteo Elementary School,Northeast,Town,59.0,53.0
Northwood Elementary,Piedmont Triad,City,45.0,74.7
Leesville Road Middle,North Central,City,71.0,36.1
Mount Pleasant Elementary School,Northwest,Rural,65.0,47.4
Ira B Jones Elementary,Western,City,59.0,47.9
Northwest Elementary,Piedmont Triad,Rural,69.0,35.6
Northern Guilford Middle,Piedmont Triad,City,73.0,31.1
West Pine Elementary,Sandhills,Rural,69.0,46.4
Ballantyne Elementary,Southwest,City,81.0,23.2
Benvenue Elementary,North Central,Rural,42.0,80.2
Southwestern Randolph Middle School,Piedmont Triad,Rural,58.0,63.2
Elkin Middle,Piedmont Triad,Town,72.0,49.7
Four Oaks Middle,North Central,Rural,52.0,68.2
Red Oak Middle,North Central,Rural,55.0,65.5
New Hanover High,Southeast,City,56.0,50.1
John R Lawrence Elementary School,Piedmont Triad,Rural,67.0,54.5
Boonville Elementary,Piedmont Triad,Rural,58.0,65.0
Endhaven Elementary,Southwest,City,71.0,33.0
South Mecklenburg High School,Southwest,City,62.0,50.4
Winterfield Elementary,Southwest,City,40.0,53.3
Cedar Ridge Elementary,Piedmont Triad,Rural,65.0,71.9
East Henderson High,Western,Suburb,69.0,61.1
Granville Early College High,North Central,Rural,93.0,39.6
Upchurch Elementary,Sandhills,Town,51.0,52.7
Swift Creek Middle,North Central,Rural,55.0,45.0
North Lenoir High,Southeast,Rural,52.0,53.1
Cato Middle College High School,Southwest,City,91.0,47.8
South Elementary,North Central,Town,52.0,64.5
Central Elementary,Northeast,Rural,43.0,79.2
South Lakes Elementary,North Central,City,70.0,22.5
North Lincoln High,Southwest,Rural,76.0,27.2
Etowah Elementary,Western,Suburb,70.0,49.4
Montgomery Central High,Sandhills,Rural,57.0,74.5
John Van Lindley Elementary,Piedmont Triad,City,64.0,56.7
Meadowbrook Elementary,Western,Suburb,66.0,68.0
Brush Creek Elementary,Western,Rural,71.0,61.5
Carthage Elementary,Sandhills,Rural,66.0,55.3
Briarwood Academy,Southwest,City,59.0,53.9
East Davidson High,Piedmont Triad,Rural,71.0,53.5
Pisgah High,Western,Suburb,84.0,55.6
Clyde Elementary,Western,Suburb,57.0,59.2
Edneyville Elementary,Western,Suburb,48.0,70.0
Mooresville Intermediate,Southwest,Town,60.0,39.2
Macon Virtual Academy,Western,Rural,31.0,66.7
Montgomery County Early College,Sandhills,Rural,95.0,57.6
Rocky Point Elementary,Southeast,Rural,63.0,85.1
Robbinsville Elementary,Western,Rural,50.0,75.3
Madison Early College High,Western,Rural,80.0,42.9
C. G. Credle Elementary,North Central,Rural,48.0,89.4
Kinston High,Southeast,Rural,47.0,77.4
J. M. Alexander Middle,Southwest,City,36.0,68.1
Northwest School of the Arts,Southwest,City,79.0,39.6
Vick Elementary,North Central,Rural,45.0,91.0
Catawba Springs Elementary,Southwest,Rural,74.0,29.9
Morehead Elementary,Piedmont Triad,City,59.0,60.2
Northampton Early College,Northeast,Rural,74.0,52.7
Hayesville Middle,Western,Rural,59.0,64.2
Thomasville Primary,Piedmont Triad,City,40.0,79.9
Charlotte East Language Academy,Southwest,City,48.0,49.1
Kannapolis Middle,Southwest,Suburb,37.0,59.5
Penn-Griffin Schools,Piedmont Triad,City,52.0,69.5
E B Aycock Middle,Northeast,Rural,51.0,65.0
Millbrook High,North Central,City,73.0,34.8
Montford North Star Academy,Western,City,70.0,41.3
Nantahala School,Western,Rural,51.0,79.5
Highfalls Elementary,Sandhills,Rural,70.0,45.6
Westover High,Sandhills,City,55.0,61.7
Beulaville Elementary,Southeast,Rural,49.0,58.7
Reedy Creek Elementary,Southwest,City,63.0,69.5
Saint Stephens High,Northwest,Rural,65.0,55.1
Erwin Montessori,Piedmont Triad,City,59.0,47.4
Maysville Elementary,Southeast,Rural,61.0,78.4
Northwoods Elementary,Southeast,City,55.0,69.7
Sherrills Ford Elementary,Northwest,Rural,77.0,31.5
Sanderson High,North Central,City,68.0,39.6
Dixon Elementary,Southeast,City,69.0,30.6
Pactolus,Northeast,Rural,46.0,74.7
Vanstory Hills Elementary,Sandhills,City,73.0,36.4
Kernersville Middle,Piedmont Triad,City,65.0,51.7
Lawrence Orr Elementary,Southwest,City,54.0,60.6
Montclaire Elementary,Southwest,City,46.0,47.5
Dunn Elementary,North Central,Rural,38.0,72.9
Selma Middle School,North Central,Rural,42.0,67.4
Parkside Elementary,Southwest,City,64.0,62.5
Middlesex Elementary,North Central,Rural,56.0,72.4
Masonboro Elementary,Southeast,City,90.0,17.7
Estes Hills Elementary,North Central,Suburb,71.0,31.5
New Hope Elementary,North Central,Rural,83.0,49.2
Dunn Middle,North Central,Rural,46.0,65.3
Grays Chapel Elementary School,Piedmont Triad,Rural,63.0,60.3
Leaksville-Spray Elementary,Piedmont Triad,Town,53.0,72.7
Germanton Elementary School,Piedmont Triad,Rural,55.0,55.6
Rosewood Elementary,Southeast,Rural,54.0,53.4
Lillington-Shawtown Elementary,North Central,Rural,43.0,57.6
Cooper Academy,North Central,Rural,63.0,66.9
Hopewell High School,Southwest,City,67.0,48.4
Williford Elementary,North Central,Rural,27.0,81.7
